epoch,train_loss,val_loss
62,620.8265219462872,601.0670776367188
63,627.3901852513603,594.3595581054688
64,606.5020833787971,595.2496337890625
65,606.7041026990951,597.8554077148438
66,624.8153367140218,590.3400268554688
67,629.6113210781104,588.323486328125
68,606.9268360102421,587.66748046875
69,624.1704534605228,598.3870849609375
70,616.6676163486928,581.0784301757812
71,603.5089277271007,578.5883178710938
72,612.723986634551,590.7123413085938
73,597.6702769473056,574.2691040039062
74,592.8468952995883,572.4752807617188
75,607.9198418587058,581.5730590820312
76,607.6924487350151,624.3873291015625
77,643.9136197962131,590.1705932617188
78,632.4978213177047,569.9359741210938
79,599.5534618526864,566.4373779296875
80,616.3702794932786,562.732177734375
81,574.3307893493766,561.9541015625
82,580.2500115932698,560.8802490234375
83,591.7257723390945,553.646484375
84,595.3454580750989,577.7536010742188
85,589.9496264466583,550.9281616210938
86,587.5881003836236,552.9786376953125
87,577.804199446069,549.9417114257812
88,596.9508339652803,552.2254028320312
89,606.5121054196491,569.1524047851562
90,580.318326300083,542.7052001953125
91,579.1664698652271,552.51318359375
92,583.6659357223652,576.5552368164062
93,580.2157061983531,537.9171142578125
94,563.0373015732295,585.7496337890625
95,572.5366315504248,555.53515625
96,593.1755389279272,550.8816528320312
97,573.731836869508,529.28857421875
98,570.0379612530188,532.3234252929688
99,577.3074296493104,541.0154418945312
100,567.9079034048751,524.6510009765625
101,562.7244696874636,525.5205078125
102,592.2680658379525,531.1983642578125
103,578.4253070625291,563.5784912109375
104,581.2053906318196,556.9934692382812
105,611.4748311247017,550.091796875
106,595.6105487617479,549.595703125
107,585.1749307358953,537.1189575195312
108,581.8594660412666,544.1426391601562
109,568.1572706623895,515.2147216796875
110,562.8426730761537,516.4970092773438
111,561.1696451140959,512.9808959960938
112,560.8912057432605,512.034912109375
113,584.2423250280057,555.2838745117188
114,565.6174942670144,514.3308715820312
115,533.9657125632856,523.9382934570312
116,569.6893453757856,508.467529296875
117,550.8862252404126,503.4620361328125
118,531.3418773459323,499.8316345214844
119,551.2636894922239,519.9640502929688
120,562.2620484762351,512.3113403320312
121,570.7821249508991,494.6077880859375
122,557.9258875216408,495.3716125488281
123,563.4454338883554,566.6273803710938
124,592.9490538300527,493.262939453125
125,549.7691349192927,493.76287841796875
126,557.2332080009929,489.7517395019531
127,551.774257610186,517.0848999023438
128,547.7293250511923,486.7654113769531
129,544.3743658367704,500.2901611328125
130,541.8947745381787,484.66705322265625
131,536.1189625205496,485.1233215332031
132,550.398781149525,480.29864501953125
133,531.5331316899986,528.9733276367188
134,550.3204033139476,479.4278259277344
135,549.5227968013486,476.6273193359375
136,556.4166999689028,475.0953674316406
137,527.2590958863441,503.9461975097656
138,551.4023927372483,494.7857971191406
139,550.2391627931506,477.1891784667969
140,563.0045313772987,568.906494140625
141,579.8243418432481,476.7597961425781
142,545.8102218088047,472.4568176269531
143,530.0445158264047,475.3682861328125
144,528.6739935564151,469.0772399902344
145,530.4783046729516,467.03173828125
146,542.6768385107513,477.5872802734375
147,529.3469459917292,469.55389404296875
148,542.9052685501412,462.1687316894531
149,520.7032961143906,457.7315368652344
150,525.7592077273008,542.63720703125
151,557.5321538772441,467.6845703125
152,547.9505694796031,457.0375061035156
153,528.4736896422544,456.2245178222656
154,538.3473092475195,546.6654663085938
155,548.0199454252503,457.6523132324219
156,526.3184350722329,455.32611083984375
157,523.775493600515,455.15252685546875
158,518.6154482821956,452.7106018066406
159,549.1197498967972,547.609130859375
160,574.0121372443116,477.2884826660156
161,518.6914090914877,462.5440368652344
162,553.8851347910847,456.86212158203125
163,506.90858399801414,450.6958312988281
164,500.43132720890435,452.142822265625
165,521.1888058340971,483.1744079589844
166,514.5290408001266,445.2409362792969
167,509.54663517843636,444.4440612792969
168,500.875128662564,446.7055969238281
169,507.80601902114614,446.1465148925781
170,523.6321775979836,438.1124572753906
171,504.28533497957767,448.68731689453125
172,504.15062919630907,458.6453552246094
173,511.1399879384529,438.8729248046875
174,524.3432675153849,454.61474609375
175,517.2834079394349,466.7214660644531
176,511.8479479002997,445.3260192871094
177,526.4292946927375,449.1167907714844
178,494.13085869304297,434.22296142578125
179,506.6368873070516,435.4570617675781
180,517.0587007035979,435.0542907714844
181,509.9520689895033,437.00115966796875
182,517.919922102319,458.0631408691406
183,514.4798898821215,476.7070007324219
184,517.3575387169751,435.130126953125
185,516.4290335031861,434.3388671875
186,519.3339447078314,447.53955078125
187,512.8224977745468,449.2510986328125
188,524.6089644050243,495.1385192871094
189,514.6218535638167,437.1501770019531
190,531.3622596215048,438.5880432128906
191,522.1990275747062,459.56781005859375
192,492.80306148706643,433.84283447265625
193,504.93356772197245,431.00274658203125
194,543.8555408101286,479.37188720703125
195,528.5596444753295,472.52655029296875
196,509.19216742773074,434.3765869140625
197,491.9715664826292,448.6825256347656
198,498.9999387943545,434.11688232421875
199,498.86594792939655,461.1427917480469
