index,reactant,reagent,product,catalyst,ethanol_sty,time_h,temperature_c,pressure_bar,h2_co_ratio,ghsv_h-1,catalyst_components_count,catalyst_primary_loading_wt,source_dataset,styha_g_h_gcat,ha_c2_fraction,co_conversion,selectivity_co2,selectivity_ch4,selectivity_meoh,selectivity_ha,xrf_zr,xrf_cu,xrf_co,xrf_fe
phase_2-row012-exp6,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.029564341677773692,1.0,279.0,50.0,2.0,40645.161290322576,4,60.509119999999996,zenodo_11639494_phase_2,0.625774818394172,0.047244377384248276,0.6692025993716385,0.2768873057569399,0.22137434470840667,0.028639740348026615,0.07862824035989885,0.081680375,0.099045755,0.2141827,0.6050911999999999
phase_2-row013-exp1,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.025961187415287024,1.0,273.378684,50.0,1.316231,37454.545454545456,4,50.273045,zenodo_11639494_phase_2,0.4330421720427229,0.05995071402127957,0.3060118976963714,0.18192829475931402,0.17795684308276566,0.036606487082050373,0.11768632350085881,0.10103325,0.11953509999999999,0.2767012,0.50273045
phase_2-row014-exp2,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.02719317834562752,1.0,278.256887,50.0,1.398827,36909.09090909091,4,50.273045,zenodo_11639494_phase_2,0.49182396676991075,0.055290470133492434,0.37614802201406744,0.21337427556198144,0.17868104992183928,0.031598257633183593,0.10671216183551503,0.10103325,0.11953509999999999,0.2767012,0.50273045
phase_2-row015-exp3,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.03517755491823065,1.0,277.36818,50.0,1.43267,38062.5,4,60.893175,zenodo_11639494_phase_2,0.5324664467702009,0.06606529882137792,0.4120875727763729,0.21317106204920655,0.2101844094602157,0.041431408385796585,0.11275111534593862,0.10368715,0.089899065,0.19748195000000002,0.60893175
phase_2-row016-exp4,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Cu].[Cu].[Cu].[Zr].[Zr],0.043347063866731185,1.0,274.311592,50.0,2.0,37588.23529411765,4,56.66942,zenodo_11639494_phase_2,0.5991731476358286,0.07234480389811643,0.47085879818404863,0.18794184180326035,0.2436493820370855,0.06195897184192402,0.11915333545193554,0.10739945,0.16918714999999998,0.1567192,0.5666942
phase_2-row017-exp5,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr].[Zr],0.04836497055008115,1.0,279.508658,50.0,1.714996,48240.0,4,60.5,zenodo_11639494_phase_2,0.6406837609549116,0.0754896151542771,0.3684962629700048,0.17763346684090653,0.2336674890202597,0.05644507268634633,0.12440856984582421,0.128,0.107,0.161,0.605
phase_2-row018-exp6,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.037696073217728616,1.0,280.89226,50.0,1.713459,49440.00000000001,4,69.63937,zenodo_11639494_phase_2,0.672259401335749,0.056073701822285014,0.49081763270770873,0.2455975181126322,0.20652832141037583,0.04147219313144924,0.09550209320136409,0.09463119,0.0962264,0.1127487,0.6963937
phase_2-row019-exp1,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Cu].[Zr],0.030363862195652385,1.0,280.5,50.0,2.21,39705.882352941175,4,57.95787199811932,zenodo_11639494_phase_2,0.5186682939480161,0.05854196709139045,0.5278398481055323,0.19875338290903555,0.23506074618075593,0.04382703003394294,0.10064824228372155,0.07272212309556368,0.15279761311351878,0.19490154380972433,0.5795787199811933
phase_2-row020-exp2,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Cu].[Cu].[Cu].[Zr],0.03356406016391393,1.0,281.6,50.0,2.21,50000.0,4,65.57359237484984,zenodo_11639494_phase_2,0.583991070900318,0.05747358450561484,0.5091988405959841,0.2160035608137475,0.22012091695704472,0.05120659275498262,0.09363556082906649,0.07036618600114483,0.22451981643410274,0.04937807381625397,0.6557359237484984
phase_2-row021-exp3,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Cu].[Zr].[Zr],0.049770689844543414,1.0,282.1,50.0,1.76,55200.0,4,70.734575,zenodo_11639494_phase_2,0.7562805941908373,0.06580982009434509,0.4360503635304925,0.20536712726203576,0.22965620792672298,0.05074510851019179,0.10679906946960564,0.1077496,0.0559162,0.1289884,0.7073457500000001
phase_2-row022-exp4,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Zr].[Zr],0.05044367293248974,1.0,281.5,50.0,2.21,58750.0,4,65.135495,zenodo_11639494_phase_2,0.7800887145537413,0.06466402088811991,0.48895231290897917,0.1948221121346062,0.2495437404838167,0.04841430504110655,0.10523906108793048,0.1098723,0.049332895,0.1894398,0.6513549500000001
phase_2-row023-exp5,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Cu].[Zr].[Zr],0.06455132877188677,1.0,270.5,50.0,2.0,80000.0,4,76.65126000000001,zenodo_11639494_phase_2,0.8780286660956518,0.07351847526679112,0.3603224437501735,0.14843798516458004,0.2275999572817314,0.07331481556836349,0.12256814981715985,0.08549732,0.085033005,0.062957125,0.7665126000000001
phase_2-row024-exp6,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.05217467388392921,1.0,289.3,50.0,2.46,76500.00000000001,4,60.509119999999996,zenodo_11639494_phase_2,0.9187115044611649,0.056791140233440604,0.5400175311707482,0.1821504484998995,0.27772368692710925,0.0427478594800431,0.09025628665135027,0.081680375,0.099045755,0.2141827,0.6050911999999999
phase_2-row025-exp1,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.019723226778546727,1.0,314.3,50.0,2.35,80000.0,4,50.273045,zenodo_11639494_phase_2,0.6835244824503681,0.02885518702686537,0.7378105675205295,0.2705358652868656,0.23759492936491267,0.017354646062351597,0.04805575260799333,0.10103325,0.11953509999999999,0.2767012,0.50273045
phase_2-row026-exp2,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Cu].[Zr].[Zr],0.046565106114250215,1.0,287.8,50.0,3.0,80000.0,4,70.734575,zenodo_11639494_phase_2,0.8613377133266228,0.05406138079616692,0.6344142488308723,0.19563273617286225,0.2815369369304768,0.04867522827267621,0.0814871638062016,0.1077496,0.0559162,0.1289884,0.7073457500000001
phase_2-row027-exp3,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Zr].[Zr],0.05033426480940861,1.0,286.3,50.0,2.69,72300.0,4,65.135495,zenodo_11639494_phase_2,0.8928207218614554,0.056376676276583215,0.5875800123166808,0.20916263839016036,0.27672968567616274,0.04352522956338979,0.08770030649370296,0.1098723,0.049332895,0.1894398,0.6513549500000001
phase_2-row028-exp4,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Cu].[Zr].[Zr],0.05265797555336384,1.0,281.9,50.0,2.91,80000.0,4,76.65126000000001,zenodo_11639494_phase_2,0.8991618132235172,0.05856340291474757,0.5609876601266707,0.1984729614496178,0.24505656873638426,0.055409542180353745,0.09263754233570996,0.08549732,0.085033005,0.062957125,0.7665126000000001
phase_2-row029-exp5,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.06632372518233028,1.0,287.2,50.0,2.81,90000.0,4,60.509119999999996,zenodo_11639494_phase_2,1.08856878587303,0.060927454510041626,0.5549832620704309,0.14421601849385712,0.29402689659883674,0.051853531461848616,0.09643443730713128,0.081680375,0.099045755,0.2141827,0.6050911999999999
phase_2-row030-exp6,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Zr].[Zr],0.0692684664693404,1.0,286.7,50.0,2.16,90000.0,4,65.135495,zenodo_11639494_phase_2,1.098461454909871,0.06305953309488123,0.4416183690475908,0.19337078887496625,0.26532071367385357,0.04588270566380516,0.0989529952750862,0.1098723,0.049332895,0.1894398,0.6513549500000001
phase_2-row031-exp1,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Cu].[Cu].[Cu].[Zr],0.049973699687406864,1.0,284.4,50.0,3.0,80000.0,4,65.57359237484984,zenodo_11639494_phase_2,0.7834743776560135,0.06378472750687446,0.4689180877606547,0.15608122063275778,0.26998909939359805,0.06700792315562451,0.09744277026893354,0.07036618600114483,0.22451981643410274,0.04937807381625397,0.6557359237484984
phase_2-row032-exp2,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Zr].[Zr],0.050419537440489964,1.0,284.2,50.0,3.0,74318.18181818182,4,65.135495,zenodo_11639494_phase_2,0.8570696962614711,0.05882781489115698,0.5870180038783372,0.17737646622868097,0.28743499492812813,0.04924127831349958,0.09225058637321762,0.1098723,0.049332895,0.1894398,0.6513549500000001
phase_2-row033-exp3,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.06167847153213087,1.0,284.3,50.0,3.0,80000.0,4,64.285805,zenodo_11639494_phase_2,0.903094579964491,0.06829680179738873,0.4866137479781435,0.14935145468570965,0.2938805687427272,0.06400924296183536,0.10420576116636641,0.11717000000000001,0.09562958999999999,0.14434239999999998,0.64285805
phase_2-row034-exp4,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Zr].[Zr].[Zr],0.06906976978636627,1.0,282.9,50.0,2.13,80000.0,4,59.68357000000001,zenodo_11639494_phase_2,0.933670564224967,0.07397659563542155,0.37049992865113374,0.14789760470113333,0.26371394352792177,0.057571068781658546,0.12029040650725346,0.14581465000000002,0.07431673500000001,0.183033,0.5968357000000001
phase_2-row035-exp5,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Zr].[Zr].[Zr],0.0691616493296314,1.0,283.5,50.0,2.0,80000.0,4,59.68357000000001,zenodo_11639494_phase_2,0.9355201109605926,0.07392855430827262,0.35825066477601303,0.15194298155455677,0.26202460930237104,0.05637041693095854,0.11982797491210782,0.14581465000000002,0.07431673500000001,0.183033,0.5968357000000001
phase_2-row036-exp6,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.07675047999445309,1.0,284.2,50.0,2.47,90000.0,4,64.285805,zenodo_11639494_phase_2,1.0300846777947106,0.07450890363573485,0.3912860960957703,0.13586084389319633,0.2811308345165298,0.06627264905058083,0.11445789739149727,0.11717000000000001,0.09562958999999999,0.14434239999999998,0.64285805
phase_3-row001-exp1,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Cu].[Zr].[Zr],0.014384276766680717,1.0,257.1,50.0,1.88,77400.0,4,40.362828582878365,zenodo_11639494_phase_3,0.18613650317857572,0.07727810784583572,0.09883846638602431,0.04019015682875667,0.30589783673208026,0.06690899371087658,0.12850785035148773,0.08006759426386856,0.16555030166164458,0.3507538182457032,0.40362828582878363
phase_3-row002-exp2,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Zr].[Zr],0.023111832325385807,1.0,233.9,50.0,2.78,80000.1,4,80.66597999999999,zenodo_11639494_phase_3,0.2332247309501395,0.099096833475721,0.10516825258279411,0.061561210123921906,0.2475375867765277,0.15417860845683587,0.1497399134536267,0.07538944,0.057397515,0.06055321,0.8066597999999999
phase_3-row003-exp3,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Cu].[Zr],0.018102149471600357,1.0,269.6,50.0,2.03,80000.1,4,45.15042175055935,zenodo_11639494_phase_3,0.29738149347558707,0.06087180900208376,0.15329484994842518,0.054819272459681725,0.25521043744287725,0.04181877845889598,0.10927676765766055,0.07112772443581451,0.14009970518494824,0.4515042175055935,0.3372683528736439
phase_3-row004-exp4,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.02947844456485479,1.0,271.7,50.0,2.1,80000.0,4,42.5456,zenodo_11639494_phase_3,0.4063235743011444,0.07254918599186916,0.20250675951669592,0.09066868298961535,0.26805599941620095,0.05578122849877075,0.12398629990605557,0.096902765,0.09422471,0.38341655,0.425456
phase_3-row005-exp5,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.028239519914844205,1.0,273.5,50.0,2.18,80000.0,4,50.273045,zenodo_11639494_phase_3,0.4848476155685709,0.05824411424964583,0.2124554353556314,0.11234963886352717,0.2365691961103109,0.04518100475929087,0.11124166215247445,0.10103325,0.11953509999999999,0.2767012,0.50273045
phase_3-row006-exp6,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr].[Zr],0.03335277962666341,1.0,279.3,50.0,2.23,80000.0,4,53.77704,zenodo_11639494_phase_3,0.5196123824219536,0.06418780759458331,0.2350773678406299,0.11469865571713,0.27261926044711726,0.05421142287677401,0.1146425822968015,0.1312051,0.08080159999999999,0.25022295,0.5377704
phase_3-row007-exp1,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.007987699392140873,1.0,257.0,50.0,1.59,41760.0,4,48.527765,zenodo_11639494_phase_3,0.14529807403546577,0.05497457172206671,0.14637103714222519,0.025419156297081337,0.22157366443338455,0.024136083420645233,0.1174283776765452,0.1139243,0.10947205,0.48527765,0.2913261
phase_3-row008-exp2,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr],0.013288545302257553,1.0,252.0,50.0,1.57,75000.0,4,42.910092747990525,zenodo_11639494_phase_3,0.17864635452357688,0.0743846429875164,0.1068645154024106,0.03215590670436812,0.2885142963739175,0.044891960302139884,0.13470292220167854,0.07265167890258827,0.09087819850948092,0.42910092747990525,0.4073691951080255
phase_3-row009-exp3,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Cu].[Cu].[Zr].[Zr],0.02882752030242519,1.0,268.4,50.0,1.93,80000.0,4,55.162123975630806,zenodo_11639494_phase_3,0.37946838260316373,0.07596817448839241,0.1980221401095503,0.10083710416449192,0.26697106791691877,0.059894815484141745,0.12104154170027787,0.075014367248271,0.19200632232717083,0.1813580706682501,0.5516212397563081
phase_3-row010-exp4,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.05132802017368544,1.0,257.8,50.0,2.3,80000.0,4,71.03198499999999,zenodo_11639494_phase_3,0.5400709141500784,0.09503940839780549,0.20850064517628747,0.08423628552035961,0.2642037271206308,0.11625573473825124,0.15052234705148235,0.08970691500000001,0.11350495000000001,0.08646828,0.7103198499999999
phase_3-row011-exp5,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Cu].[Zr].[Zr],0.061948780885816644,1.0,277.0,50.0,1.69,80000.0,4,75.20309573604902,zenodo_11639494_phase_3,0.9005862968279709,0.06878716798602372,0.3542295267174733,0.17712529229920174,0.21176802722803575,0.05813297718984039,0.11594701021529309,0.08288105521287005,0.11097334254094206,0.05411464488569758,0.7520309573604902
phase_3-row012-exp6,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Zr].[Zr],0.05980331461435938,1.0,283.7,50.0,1.66,80000.0,4,80.66597999999999,zenodo_11639494_phase_3,1.0409323308753147,0.05745168330401562,0.4359666985893352,0.20973064186966892,0.19474509775055102,0.037878024148366086,0.09871227522956766,0.07538944,0.057397515,0.06055321,0.8066597999999999
phase_3-row013-exp1,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.02444164292598783,1.0,268.8,50.0,1.47,56823.529411764706,4,50.273045,zenodo_11639494_phase_3,0.38173073627065734,0.06402849077538794,0.20796949771293685,0.11363022306826183,0.19320558029265805,0.04627921122198234,0.1309300354746682,0.10103325,0.11953509999999999,0.2767012,0.50273045
phase_3-row014-exp2,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Zr].[Zr],0.052240341552912344,1.0,255.5,50.0,1.89,80000.0,4,80.66597999999999,zenodo_11639494_phase_3,0.5889537724121605,0.08870024100355639,0.2001773949312858,0.07939736636999971,0.23720178864603836,0.08757075089230805,0.14735032760349434,0.07538944,0.057397515,0.06055321,0.8066597999999999
phase_3-row015-exp3,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Zr].[Zr],0.0558559183227142,1.0,255.5,50.0,2.3,80000.0,4,80.66597999999999,zenodo_11639494_phase_3,0.6131850658493571,0.09109145253781585,0.23155964798410583,0.07789958263798111,0.24510374422425638,0.0929632085681026,0.14770197082789027,0.07538944,0.057397515,0.06055321,0.8066597999999999
phase_3-row016-exp4,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Zr].[Zr],0.05844693342522582,1.0,255.5,50.0,2.96,80000.0,4,80.66597999999999,zenodo_11639494_phase_3,0.6286339055701533,0.09297451649894083,0.257503594533806,0.078022920360226,0.260149427553543,0.10256101895655735,0.1470806834475591,0.07538944,0.057397515,0.06055321,0.8066597999999999
phase_3-row017-exp5,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.05911061566990304,1.0,265.0,50.0,1.97,80000.0,4,71.03198499999999,zenodo_11639494_phase_3,0.6639277758106371,0.08903169565052561,0.23860450196947797,0.10723174974759263,0.25204334992450966,0.09573768132329587,0.14271564210175972,0.08970691500000001,0.11350495000000001,0.08646828,0.7103198499999999
phase_3-row018-exp6,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.06526445883988567,1.0,268.3,50.0,1.89,80000.0,4,71.03198499999999,zenodo_11639494_phase_3,0.7445581498435051,0.08765528770802292,0.25297535373297125,0.11899929212262382,0.24771827567267812,0.08751783810779913,0.14126869153924795,0.08970691500000001,0.11350495000000001,0.08646828,0.7103198499999999
