index,reactant,reagent,product,catalyst,ethanol_sty,time_h,temperature_c,pressure_bar,h2_co_ratio,ghsv_h-1,catalyst_components_count,catalyst_primary_loading_wt,source_dataset,styha_g_h_gcat,ha_c2_fraction,co_conversion,selectivity_co2,selectivity_ch4,selectivity_meoh,selectivity_ha,xrf_zr,xrf_cu,xrf_co,xrf_fe
phase_1-row011-exp5,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Zr].[Zr].[Zr],0.026614344366458213,1.0,260.0,50.0,2.0,24000.0,4,59.68357000000001,zenodo_11639494_phase_1,0.3155018746110769,0.08435558235356302,0.28375493711452915,0.15139623734836744,0.22435144394694037,0.06462834032999792,0.1437313348814988,0.14581465000000002,0.07431673500000001,0.183033,0.5968357000000001
phase_1-row012-exp6,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.028001302460081666,1.0,260.0,50.0,2.0,24000.0,4,60.509119999999996,zenodo_11639494_phase_1,0.3419680378369035,0.08188280588209962,0.32758462317538717,0.130470956390358,0.22915676253214523,0.06531543772920137,0.14211620076225637,0.081680375,0.099045755,0.2141827,0.6050911999999999
phase_1-row013-exp1,[C-]#[O+],[H][H],CCO,[Fe].[Co].[Cu].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr],0.0008453821841182838,1.0,260.0,50.0,2.0,24000.0,4,84.60363000000001,zenodo_11639494_phase_1,0.01355261567800404,0.06237778774250517,0.010281965296815515,0.12480480110372627,0.3861207456462165,0.04605904663918427,0.07396177262399559,0.8460363000000001,0.05599201499999999,0.04950895,0.048462725
phase_1-row014-exp2,[C-]#[O+],[H][H],CCO,[Fe].[Co].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr],0.0009309876634804376,1.0,260.0,50.0,2.0,24000.0,4,49.922045,zenodo_11639494_phase_1,0.018942365959237036,0.04914843612903866,0.025030355556157194,0.08511994452843417,0.34090711683567554,0.07258816021531539,0.067183586813881,0.49922045,0.3941896,0.05458767,0.052002305
phase_1-row015-exp3,[C-]#[O+],[H][H],CCO,[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr],0.00856537066571897,1.0,260.0,50.0,2.0,24000.0,4,51.380534999999995,zenodo_11639494_phase_1,0.10460860101807447,0.08188017603102282,0.13270820139984504,0.05717384388827111,0.31611528537402317,0.038320862351013986,0.11593527423146303,0.5138053499999999,0.050839964999999994,0.38292725000000005,0.05242746
phase_1-row016-exp4,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Cu].[Zr].[Zr],0.0269945180527727,1.0,260.0,50.0,2.0,24000.0,4,70.734575,zenodo_11639494_phase_1,0.3405852621723437,0.07925920775489363,0.3626642948666474,0.1624434906832675,0.2427384604301974,0.07535575999401016,0.13008508326222504,0.1077496,0.0559162,0.1289884,0.7073457500000001
phase_1-row017-exp5,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Zr].[Zr],0.024830713187735748,1.0,260.0,50.0,2.0,24000.0,4,80.66597999999999,zenodo_11639494_phase_1,0.3432874573061778,0.0723321305782205,0.4230440138558571,0.19932853135304027,0.20026082671806508,0.05648208271314866,0.11234242716728474,0.07538944,0.057397515,0.06055321,0.8066597999999999
phase_1-row018-exp6,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.030581695339576855,1.0,260.0,50.0,2.0,24000.0,4,68.67554999999999,zenodo_11639494_phase_1,0.38762267229689273,0.07889552785538134,0.4480194232485037,0.1919216928583289,0.2246240776073185,0.0641285673382782,0.12256051994420344,0.09425107,0.10231284500000001,0.11668064999999998,0.6867554999999999
phase_1-row019-exp1,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr],0.0038281320837995733,1.0,260.0,50.0,2.0,24000.0,4,43.98264,zenodo_11639494_phase_1,0.05612540337224067,0.0682067629591941,0.1008007809760113,0.1344375933183645,0.2631101561111888,0.09805823406695008,0.09572421687958438,0.28283585,0.43982640000000006,0.056604695,0.22073305000000001
phase_1-row020-exp2,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr],0.005266819726124957,1.0,260.0,50.0,2.0,24000.0,4,53.13673,zenodo_11639494_phase_1,0.06026345884405077,0.08739657210440549,0.05793839989028777,0.06248853378420038,0.29820434081819364,0.06877336428880215,0.1310778119126591,0.5313673,0.051249715,0.056565455,0.36081755
phase_1-row021-exp3,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Cu].[Cu].[Cu].[Zr].[Zr],0.019461895404678207,1.0,260.0,50.0,2.0,24000.0,4,56.66942,zenodo_11639494_phase_1,0.261245757516714,0.0744965031764509,0.3027220631631161,0.1491472538707176,0.2418607350545526,0.06711404472176903,0.12336099547470966,0.10739945,0.16918714999999998,0.1567192,0.5666942
phase_1-row022-exp4,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Zr].[Zr],0.024183284735195397,1.0,260.0,50.0,2.0,24000.0,4,65.135495,zenodo_11639494_phase_1,0.2998882853915246,0.08064097836840298,0.32418321849449855,0.16265936504156261,0.23055429907051428,0.06317212139579882,0.12896417523311485,0.1098723,0.049332895,0.1894398,0.6513549500000001
phase_1-row023-exp5,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Cu].[Zr].[Zr],0.021206032561029264,1.0,260.0,50.0,2.0,24000.0,4,76.65126000000001,zenodo_11639494_phase_1,0.34073137901634165,0.06223680549249388,0.455143502433778,0.22751537566541477,0.19628431551826553,0.05017860071520878,0.10540455526743679,0.08549732,0.085033005,0.062957125,0.7665126000000001
phase_1-row024-exp6,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.02892895010527333,1.0,260.0,50.0,2.0,24000.0,4,71.03198499999999,zenodo_11639494_phase_1,0.37752678163400016,0.07662754409121364,0.4286866308684382,0.18439803232726795,0.21643632226289847,0.0673113211811267,0.1265093008915032,0.08970691500000001,0.11350495000000001,0.08646828,0.7103198499999999
phase_1-row025-exp1,[C-]#[O+],[H][H],CCO,[Fe].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Zr].[Zr].[Zr].[Zr],0.009139269559339098,1.0,260.0,50.0,2.0,24000.0,4,47.238295,zenodo_11639494_phase_1,0.13698786896440612,0.06671590432371625,0.19993358991071156,0.0564690060534363,0.23967413216101457,0.024097384204015266,0.10932144402906366,0.2109297,0.47238295,0.26476885000000006,0.051918544999999997
phase_1-row026-exp2,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Zr],0.011581165409511164,1.0,260.0,50.0,2.0,24000.0,4,66.36796000000001,zenodo_11639494_phase_1,0.13724793729016987,0.08438134399809767,0.1459818455584988,0.08781833597492136,0.26386855155247435,0.09952989312009289,0.13506551252976728,0.04832175,0.6636796000000001,0.05534177,0.23265675000000002
phase_1-row027-exp3,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Cu].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr].[Zr],0.015394653188093656,1.0,260.0,50.0,2.0,24000.0,4,42.412485000000004,zenodo_11639494_phase_1,0.17820184526042845,0.08638885397396161,0.17392790886693638,0.11434885922793868,0.23607569618147523,0.06653181113599911,0.14974224993698482,0.33965114999999996,0.06302302,0.17320095000000002,0.42412485000000005
phase_1-row028-exp4,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.02690798904575542,1.0,260.0,50.0,2.0,24000.0,4,63.209145,zenodo_11639494_phase_1,0.3491712995563292,0.07706243061771048,0.3873761849519969,0.1899301443146174,0.22265397843295026,0.06004565903474146,0.12691085319662687,0.11097315,0.11673159999999999,0.1402038,0.63209145
phase_1-row029-exp5,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Cu].[Zr].[Zr],0.02820778104570883,1.0,260.0,50.0,2.0,24000.0,4,73.70364000000001,zenodo_11639494_phase_1,0.3622713490248809,0.07786368179994138,0.3822154950616189,0.17003782934414916,0.2307806249436612,0.07249453100925418,0.13024814695025252,0.09492561999999999,0.053185140000000006,0.11485285,0.7370364
phase_1-row030-exp6,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Cu].[Cu].[Zr],0.02659114972540879,1.0,260.0,50.0,2.0,24000.0,4,74.6282,zenodo_11639494_phase_1,0.3764323017509085,0.07063992543074742,0.4498425955850551,0.1946402295939857,0.2026086094585176,0.06133396523377585,0.11928779973684737,0.06730457000000001,0.12612489999999998,0.06028857000000001,0.7462820000000001
phase_2_seed-row001-exp1,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Zr].[Zr],0.004403633035942177,1.0,250.0,50.0,1.5,30000.0,4,47.8,zenodo_11639494_phase_2_seed,0.06756913449896787,0.06517225754918383,0.06795368100745344,0.06408168259161252,0.2976961407436355,0.06299406802067566,0.11426542611578146,0.101,0.478,0.213,0.208
phase_2_seed-row002-exp2,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Zr].[Zr],0.009141420407281095,1.0,270.0,50.0,1.5,27000.0,4,47.8,zenodo_11639494_phase_2_seed,0.1499079427168119,0.06098022720884089,0.1354741145526184,0.09888779763868166,0.2397084582069048,0.0515660540131957,0.11412625249939885,0.101,0.478,0.213,0.208
phase_2_seed-row003-exp3,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Zr].[Zr],0.003757713729106809,1.0,240.0,50.0,3.0,42000.0,4,47.8,zenodo_11639494_phase_2_seed,0.05105011928519178,0.07360832416696855,0.0,0.05213472815274563,0.397108734394204,0.10895152969956479,0.10163597356083369,0.101,0.478,0.213,0.208
phase_2_seed-row004-exp4,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Zr].[Zr],0.009279367396395663,1.0,260.0,50.0,3.0,36000.0,4,47.8,zenodo_11639494_phase_2_seed,0.12591585322191737,0.07369498882751059,0.11097290241999334,0.06300108701255194,0.3440044468419001,0.09956096048499853,0.11512324150419612,0.101,0.478,0.213,0.208
phase_2_seed-row005-exp5,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Zr].[Zr],0.01086852505114978,1.0,280.0,50.0,2.5,24000.0,4,47.8,zenodo_11639494_phase_2_seed,0.1938340255968683,0.0560712961394812,0.31413675524480583,0.15298363381964936,0.2955622567149565,0.061125072286273646,0.09740462986092503,0.101,0.478,0.213,0.208
phase_2_seed-row006-exp6,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr].[Zr],0.00610661577606078,1.0,250.0,50.0,1.5,12000.0,4,40.1,zenodo_11639494_phase_2_seed,0.09430380943241125,0.06475470941009515,0.18183568103210565,0.1355428041697027,0.19521447624933766,0.03677933232345236,0.13523904111707735,0.128,0.112,0.401,0.359
phase_2_seed-row007-exp7,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr].[Zr],0.009565102565338478,1.0,260.0,50.0,1.5,18000.0,4,40.1,zenodo_11639494_phase_2_seed,0.16087635690417001,0.05945623551779065,0.19669240776396105,0.14947298241499643,0.19739220710500713,0.03244305289404438,0.12453695139931814,0.128,0.112,0.401,0.359
phase_2_seed-row008-exp8,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr].[Zr],0.007841620843542505,1.0,240.0,50.0,3.0,24000.0,4,40.1,zenodo_11639494_phase_2_seed,0.092817274283029,0.0844844982156117,0.07235523469077508,0.06381976243984411,0.3113050827490496,0.0840192665970747,0.14384813974013133,0.128,0.112,0.401,0.359
phase_2_seed-row009-exp9,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr].[Zr],0.014827279607657694,1.0,270.0,50.0,3.0,27000.0,4,40.1,zenodo_11639494_phase_2_seed,0.25440661221607963,0.05828181696419188,0.40365601103652404,0.15956109955475506,0.31094792683369366,0.05012906629550094,0.09992941996424545,0.128,0.112,0.401,0.359
phase_2_seed-row010-exp10,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr].[Zr],0.012082500792028732,1.0,280.0,50.0,2.5,24000.0,4,40.1,zenodo_11639494_phase_2_seed,0.27574331831009863,0.043817927723785684,0.5434573321094722,0.2239248889185312,0.2706698039815116,0.0313363215536265,0.07979248143543742,0.128,0.112,0.401,0.359
phase_2_seed-row011-exp11,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.011871413375717815,1.0,240.0,50.0,1.5,27000.0,4,60.509119999999996,zenodo_11639494_phase_2_seed,0.13256048649418628,0.08955469076555071,0.13756184108999034,0.07858606355716269,0.223694510364945,0.07416459490050477,0.14421223017468082,0.081680375,0.099045755,0.2141827,0.6050911999999999
phase_2_seed-row012-exp12,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.02818232755559108,1.0,270.0,50.0,1.5,30000.0,4,60.509119999999996,zenodo_11639494_phase_2_seed,0.4765197197567961,0.05914199641092429,0.4545665684441915,0.21859507337278117,0.2096651622632905,0.03798089021115098,0.10016242968695994,0.081680375,0.099045755,0.2141827,0.6050911999999999
phase_2_seed-row013-exp13,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.03782383920932723,1.0,250.0,50.0,3.0,36000.0,4,60.509119999999996,zenodo_11639494_phase_2_seed,0.38566753202438536,0.09807369319057863,0.30258528962558834,0.07773781271546838,0.3051940549188391,0.10954790545692225,0.1454118938396131,0.081680375,0.099045755,0.2141827,0.6050911999999999
phase_2_seed-row014-exp14,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.021986854314051184,1.0,260.0,50.0,3.0,18000.0,4,60.509119999999996,zenodo_11639494_phase_2_seed,0.32138835206596583,0.06841210695009359,0.7027895592882194,0.1823702669650551,0.27744868244363646,0.058294927638327915,0.10922678970665127,0.081680375,0.099045755,0.2141827,0.6050911999999999
phase_2_seed-row015-exp15,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.012418687575423363,1.0,280.0,50.0,2.5,24000.0,4,60.509119999999996,zenodo_11639494_phase_2_seed,0.3410954273628548,0.036408249947638416,0.9401085415546978,0.27604661040852446,0.25413064461867946,0.022278371960540194,0.05714057187048404,0.081680375,0.099045755,0.2141827,0.6050911999999999
phase_2_seed-row016-exp16,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.014990088954845084,1.0,240.0,50.0,1.5,36000.0,4,68.67554999999999,zenodo_11639494_phase_2_seed,0.15609537738110263,0.09603160071964968,0.10648049741095995,0.08388648676258306,0.24191257204900338,0.09993472154340353,0.1475619201765181,0.09425107,0.10231284500000001,0.11668064999999998,0.6867554999999999
phase_2_seed-row017-exp17,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.027036060759637513,1.0,270.0,50.0,1.5,27000.0,4,68.67554999999999,zenodo_11639494_phase_2_seed,0.3919582135914007,0.06897689555198715,0.36002661878673925,0.21953258990211522,0.20188108642661,0.04642235955070871,0.11377255151412467,0.09425107,0.10231284500000001,0.11668064999999998,0.6867554999999999
phase_2_seed-row018-exp18,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.0210208834467024,1.0,250.0,50.0,3.0,18000.0,4,68.67554999999999,zenodo_11639494_phase_2_seed,0.2317349716603517,0.0907108810383277,0.4018522871947769,0.1449529552844852,0.25750281961744415,0.0887028690721964,0.14014469743988406,0.09425107,0.10231284500000001,0.11668064999999998,0.6867554999999999
phase_2_seed-row019-exp19,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.03184281974270177,1.0,260.0,50.0,3.0,30000.0,4,68.67554999999999,zenodo_11639494_phase_2_seed,0.3727199124451185,0.08543364247379859,0.41863408545597086,0.14501763240101323,0.27545465620324733,0.08934455375150757,0.12849448843870634,0.09425107,0.10231284500000001,0.11668064999999998,0.6867554999999999
phase_2_seed-row020-exp20,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.01860653856195594,1.0,280.0,50.0,2.5,24000.0,4,68.67554999999999,zenodo_11639494_phase_2_seed,0.38852402547987497,0.047890316535700916,0.799497019978833,0.2929338617019106,0.22599481627406826,0.03541806586089372,0.0744164533918511,0.09425107,0.10231284500000001,0.11668064999999998,0.6867554999999999
phase_2-row001-exp1,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.007389471031979207,1.0,264.5,50.0,1.98,10250.0,4,42.5456,zenodo_11639494_phase_2,0.14341557618973144,0.0515248847322087,0.41325329291282076,0.19618188265972747,0.19657777369236198,0.03308834682411474,0.1119848576788172,0.096902765,0.09422471,0.38341655,0.425456
phase_2-row002-exp2,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.02540877257391493,1.0,245.9,50.0,3.15,33000.0,4,60.893175,zenodo_11639494_phase_2,0.24983651548611646,0.10170159684014209,0.20374949879154539,0.07672159469738564,0.27890150935137686,0.12144160633011743,0.16145341299615504,0.10368715,0.089899065,0.19748195000000002,0.60893175
phase_2-row003-exp3,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Zr].[Zr],0.018114886779790538,1.0,274.3,50.0,1.98,20000.0,4,45.47121,zenodo_11639494_phase_2,0.26347264024281175,0.06875433731220129,0.4382933423019647,0.2025668091384948,0.2280196707291956,0.06883195496497482,0.10992034086878304,0.08581915999999999,0.4547121,0.05869697,0.4007718
phase_2-row004-exp4,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.016575471626120285,1.0,279.1,50.0,1.78,18999.999999999996,4,60.893175,zenodo_11639494_phase_2,0.33983859215724127,0.04877454182263948,0.6518823594768636,0.30324823873938783,0.1961602232797659,0.02831525361208875,0.08334286182123986,0.10368715,0.089899065,0.19748195000000002,0.60893175
phase_2-row005-exp5,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.03436876706499968,1.0,256.9,50.0,3.15,43500.0,4,60.893175,zenodo_11639494_phase_2,0.39196123247575776,0.08768409785813534,0.2570906393837927,0.08576634666738901,0.29880529888920776,0.10722019206047946,0.14063550027374958,0.10368715,0.089899065,0.19748195000000002,0.60893175
phase_2-row006-exp6,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.03310206437047705,1.0,278.5,50.0,1.78,32550.0,4,60.893175,zenodo_11639494_phase_2,0.5414579726400894,0.061135057646441206,0.4481232464719714,0.21831313151708223,0.22855432627626318,0.047137170634572824,0.1045665336316066,0.10368715,0.089899065,0.19748195000000002,0.60893175
phase_2-row007-exp1,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.020904799325064054,1.0,273.0,50.0,2.7,32600.000000000004,4,69.63937,zenodo_11639494_phase_2,0.42791086449513605,0.04885316326270018,0.6836309614041687,0.2551361162344689,0.23027539032939648,0.03859123234668443,0.0792767800669537,0.09463119,0.0962264,0.1127487,0.6963937
phase_2-row008-exp2,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.03394581959629285,1.0,277.0,50.0,2.4,37500.0,4,64.285805,zenodo_11639494_phase_2,0.5333959292268032,0.0636409423774565,0.5387056040531257,0.2104106632376976,0.2520108473848423,0.054591785465634146,0.10405184401470699,0.11717000000000001,0.09562958999999999,0.14434239999999998,0.64285805
phase_2-row009-exp3,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr].[Zr],0.03798068182562174,1.0,281.0,50.0,1.8,43800.0,4,53.77704,zenodo_11639494_phase_2,0.570445997037391,0.06658067901760072,0.38928609513021817,0.16068905835774666,0.2182373934494271,0.04283861209299121,0.11982387378441045,0.1312051,0.08080159999999999,0.25022295,0.5377704
phase_2-row010-exp4,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr].[Zr],0.03933856747757183,1.0,281.0,50.0,1.35,47200.00000000001,4,53.77704,zenodo_11639494_phase_2,0.5819309485632221,0.06760006075411197,0.29565266761521075,0.1603617141432971,0.20447930737166156,0.04137233787905096,0.12352888759725497,0.1312051,0.08080159999999999,0.25022295,0.5377704
phase_2-row011-exp5,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.036297822694365135,1.0,284.0,50.0,1.15,46285.71428571428,4,63.209145,zenodo_11639494_phase_2,0.5982219953133723,0.0606761753642156,0.3192823173071912,0.21023364642252632,0.21672939419172596,0.04327897725487142,0.10455378708043468,0.11097315,0.11673159999999999,0.1402038,0.63209145
