index,reactant,reagent,product,catalyst,methanol_sty,time_h,temperature_c,pressure_bar,h2_co2_ratio,ghsv_h-1,catalyst_components_count,catalyst_primary_loading_wt,source_dataset
themecat-581,O=C=O,[H][H],CO,[Cu].[In],0.1459,1.0,219.85000000000002,30.0,3.0,7.5,2.0,50.3,themecat
themecat-582,O=C=O,[H][H],CO,[Cu].[In],0.1707,1.0,239.85000000000002,30.0,3.0,7.5,2.0,50.3,themecat
themecat-583,O=C=O,[H][H],CO,[Cu].[In],0.2008,1.0,259.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-584,O=C=O,[H][H],CO,[Cu].[In],0.2071,1.0,279.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-585,O=C=O,[H][H],CO,[Cu].[In],0.1364,1.0,219.85000000000002,30.0,3.0,7.5,2.0,50.3,themecat
themecat-586,O=C=O,[H][H],CO,[Cu].[In],0.1524,1.0,239.85000000000002,30.0,3.0,7.5,2.0,50.3,themecat
themecat-587,O=C=O,[H][H],CO,[Cu].[In],0.1733,1.0,259.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-588,O=C=O,[H][H],CO,[Cu].[In],0.1745,1.0,279.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-589,O=C=O,[H][H],CO,[Cu].[In],0.1181,1.0,219.85000000000002,30.0,3.0,7.5,2.0,50.3,themecat
themecat-590,O=C=O,[H][H],CO,[Cu].[In],0.1355,1.0,239.85000000000002,30.0,3.0,7.5,2.0,50.3,themecat
themecat-591,O=C=O,[H][H],CO,[Cu].[In],0.1512,1.0,259.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-592,O=C=O,[H][H],CO,[Cu].[In],0.1574,1.0,279.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-593,O=C=O,[H][H],CO,[Cu].[In],0.1026,1.0,219.85000000000002,30.0,3.0,7.5,2.0,50.3,themecat
themecat-594,O=C=O,[H][H],CO,[Cu].[In],0.1136,1.0,239.85000000000002,30.0,3.0,7.5,2.0,50.3,themecat
themecat-595,O=C=O,[H][H],CO,[Cu].[In],0.1289,1.0,259.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-596,O=C=O,[H][H],CO,[Cu].[In],0.1372,1.0,279.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-597,O=C=O,[H][H],CO,[Cu].[Zn],0.0005,1.0,249.85000000000002,30.0,3.0,3.0,2.0,83.0,themecat
themecat-598,O=C=O,[H][H],CO,[Cu].[Zn],0.0073,1.0,249.85000000000002,30.0,3.0,3.0,2.0,83.0,themecat
themecat-599,O=C=O,[H][H],CO,[Cu].[Zn],0.0084,1.0,259.85,30.0,3.0,3.0,2.0,83.0,themecat
themecat-600,O=C=O,[H][H],CO,[Cu].[Zn],0.0236,1.0,259.85,45.0,3.0,3.0,2.0,83.0,themecat
themecat-601,O=C=O,[H][H],CO,[Cu].[Zn],0.0092,1.0,269.85,30.0,3.0,3.0,2.0,83.0,themecat
themecat-602,O=C=O,[H][H],CO,[Cu].[Zn],0.0142,1.0,249.85000000000002,45.0,3.0,1.5,2.0,83.0,themecat
themecat-603,O=C=O,[H][H],CO,[Cu].[Zn],0.0198,1.0,259.85,45.0,1.0,3.0,2.0,83.0,themecat
themecat-604,O=C=O,[H][H],CO,[Pd].[Zn].[Al],0.1347,1.0,249.85000000000002,30.0,3.0,5.52,3.0,91.9,themecat
themecat-605,O=C=O,[H][H],CO,[Pd].[Zn].[Al],0.1243,1.0,249.85000000000002,30.0,3.0,5.52,3.0,97.3,themecat
themecat-606,O=C=O,[H][H],CO,[Pd].[Zn].[Al],0.1298,1.0,249.85000000000002,30.0,3.0,5.52,3.0,95.2,themecat
themecat-607,O=C=O,[H][H],CO,[Pd].[Zn].[Al],0.0901,1.0,249.85000000000002,30.0,3.0,5.52,3.0,86.2,themecat
themecat-608,O=C=O,[H][H],CO,[Pd].[Zn].[Al],0.0627,1.0,249.85000000000002,30.0,3.0,5.52,3.0,78.4,themecat
themecat-609,O=C=O,[H][H],CO,[Pd].[Zn],0.0743,1.0,249.85000000000002,30.0,3.0,5.52,2.0,97.9,themecat
themecat-610,O=C=O,[H][H],CO,[Zn].[Zr],0.2364,1.0,299.85,20.0,3.0,24.0,2.0,87.0,themecat
themecat-611,O=C=O,[H][H],CO,[Zn].[Zr],0.008,1.0,199.85000000000002,50.0,3.0,24.0,2.0,87.0,themecat
themecat-612,O=C=O,[H][H],CO,[Zn].[Zr],0.0237,1.0,219.85000000000002,50.0,3.0,24.0,2.0,87.0,themecat
themecat-613,O=C=O,[H][H],CO,[Zn].[Zr],0.0542,1.0,239.85000000000002,50.0,3.0,24.0,2.0,87.0,themecat
themecat-614,O=C=O,[H][H],CO,[Zn].[Zr],0.068,1.0,259.85,50.0,3.0,24.0,2.0,87.0,themecat
themecat-615,O=C=O,[H][H],CO,[Zn].[Zr],0.1908,1.0,279.85,50.0,3.0,24.0,2.0,87.0,themecat
themecat-616,O=C=O,[H][H],CO,[Zn].[Zr],0.3821,1.0,299.85,50.0,3.0,24.0,2.0,87.0,themecat
themecat-617,O=C=O,[H][H],CO,[Zn].[Zr],0.713,1.0,329.85,50.0,3.0,24.0,2.0,87.0,themecat
themecat-618,O=C=O,[H][H],CO,[Zn].[Zr],0.7373,1.0,339.85,50.0,3.0,24.0,2.0,87.0,themecat
themecat-619,O=C=O,[H][H],CO,[Zn].[Zr],0.6269,1.0,359.85,50.0,3.0,24.0,2.0,87.0,themecat
themecat-620,O=C=O,[H][H],CO,[Zn].[Zr],0.3423,1.0,379.85,50.0,3.0,24.0,2.0,87.0,themecat
themecat-621,O=C=O,[H][H],CO,[Zn].[Zr],0.0192,1.0,199.85000000000002,50.0,4.0,24.0,2.0,87.0,themecat
themecat-622,O=C=O,[H][H],CO,[Zn].[Zr],0.0448,1.0,219.85000000000002,50.0,4.0,24.0,2.0,87.0,themecat
themecat-623,O=C=O,[H][H],CO,[Zn].[Zr],0.0824,1.0,239.85000000000002,50.0,4.0,24.0,2.0,87.0,themecat
themecat-624,O=C=O,[H][H],CO,[Zn].[Zr],0.1425,1.0,259.85,50.0,4.0,24.0,2.0,87.0,themecat
themecat-625,O=C=O,[H][H],CO,[Zn].[Zr],0.3314,1.0,279.85,50.0,4.0,24.0,2.0,87.0,themecat
themecat-626,O=C=O,[H][H],CO,[Zn].[Zr],0.446,1.0,299.85,50.0,4.0,24.0,2.0,87.0,themecat
themecat-627,O=C=O,[H][H],CO,[Zn].[Zr],0.7097,1.0,329.85,50.0,4.0,24.0,2.0,87.0,themecat
themecat-628,O=C=O,[H][H],CO,[Zn].[Zr],0.7281,1.0,339.85,50.0,4.0,24.0,2.0,87.0,themecat
themecat-629,O=C=O,[H][H],CO,[Zn].[Zr],0.6445,1.0,359.85,50.0,4.0,24.0,2.0,87.0,themecat
themecat-630,O=C=O,[H][H],CO,[Zn].[Zr],0.4351,1.0,379.85,50.0,4.0,24.0,2.0,87.0,themecat
themecat-631,O=C=O,[H][H],CO,[Zn].[Zr],0.5825,1.0,314.85,50.0,4.0,24.0,2.0,87.0,themecat
themecat-632,O=C=O,[H][H],CO,[Zn].[Zr],0.204,1.0,329.85,10.0,3.0,24.0,2.0,87.0,themecat
themecat-633,O=C=O,[H][H],CO,[Zn].[Zr],0.3667,1.0,329.85,20.0,3.0,24.0,2.0,87.0,themecat
themecat-634,O=C=O,[H][H],CO,[Zn].[Zr],0.5095,1.0,329.85,30.0,3.0,24.0,2.0,87.0,themecat
themecat-635,O=C=O,[H][H],CO,[Zn].[Zr],0.6215,1.0,329.85,40.0,3.0,24.0,2.0,87.0,themecat
themecat-636,O=C=O,[H][H],CO,[Zn].[Zr],0.3534,1.0,329.85,20.0,2.0,24.0,2.0,87.0,themecat
themecat-637,O=C=O,[H][H],CO,[Zn].[Zr],0.3677,1.0,329.85,20.0,3.0,24.0,2.0,87.0,themecat
themecat-638,O=C=O,[H][H],CO,[Zn].[Zr],0.3692,1.0,329.85,20.0,4.0,24.0,2.0,87.0,themecat
themecat-639,O=C=O,[H][H],CO,[Zn].[Zr],0.0795,1.0,329.85,20.0,3.0,6.0,2.0,87.0,themecat
themecat-640,O=C=O,[H][H],CO,[Zn].[Zr],0.2247,1.0,329.85,20.0,3.0,15.0,2.0,87.0,themecat
themecat-641,O=C=O,[H][H],CO,[Zn].[Zr],0.3736,1.0,329.85,20.0,3.0,24.0,2.0,87.0,themecat
themecat-642,O=C=O,[H][H],CO,[Zn].[Zr],0.4886,1.0,329.85,20.0,3.0,33.0,2.0,87.0,themecat
themecat-643,O=C=O,[H][H],CO,[Zn].[Zr],0.0783,1.0,299.85,20.0,3.0,24.0,2.0,87.0,themecat
themecat-644,O=C=O,[H][H],CO,[Zn].[Zr],0.0635,1.0,299.85,20.0,3.0,24.0,2.0,87.0,themecat
themecat-645,O=C=O,[H][H],CO,[Zn].[Zr],0.0468,1.0,299.85,20.0,3.0,24.0,2.0,87.0,themecat
themecat-646,O=C=O,[H][H],CO,[Zn].[Zr],0.032,1.0,299.85,20.0,3.0,24.0,2.0,87.0,themecat
themecat-647,O=C=O,[H][H],CO,[Zr],0.0076,1.0,319.85,50.0,3.0,24.0,1.0,100.0,themecat
themecat-648,O=C=O,[H][H],CO,[Zn].[Zr],0.3304,1.0,319.85,50.0,3.0,24.0,2.0,95.0,themecat
themecat-649,O=C=O,[H][H],CO,[Zn].[Zr],0.5911,1.0,319.85,50.0,3.0,24.0,2.0,90.0,themecat
themecat-650,O=C=O,[H][H],CO,[Zn].[Zr],0.663,1.0,319.85,50.0,3.0,24.0,2.0,80.0,themecat
themecat-651,O=C=O,[H][H],CO,[Zn].[Zr],0.6081,1.0,319.85,50.0,3.0,24.0,2.0,75.0,themecat
themecat-652,O=C=O,[H][H],CO,[Zn].[Zr],0.5629,1.0,319.85,50.0,3.0,24.0,2.0,70.0,themecat
themecat-653,O=C=O,[H][H],CO,[Zn].[Zr],0.4987,1.0,319.85,50.0,3.0,24.0,2.0,67.0,themecat
themecat-654,O=C=O,[H][H],CO,[Zn].[Zr],0.4202,1.0,319.85,50.0,3.0,24.0,2.0,62.0,themecat
themecat-655,O=C=O,[H][H],CO,[Zn].[Zr],0.2643,1.0,319.85,50.0,3.0,24.0,2.0,50.0,themecat
themecat-656,O=C=O,[H][H],CO,[Zn].[Zr],0.1563,1.0,319.85,50.0,3.0,24.0,2.0,67.0,themecat
themecat-657,O=C=O,[H][H],CO,[Zn].[Zr],0.1039,1.0,319.85,50.0,3.0,24.0,2.0,80.0,themecat
themecat-658,O=C=O,[H][H],CO,[Zn],0.0461,1.0,319.85,50.0,3.0,24.0,1.0,100.0,themecat
themecat-659,O=C=O,[H][H],CO,[Cu].[Zr],0.0383,1.0,219.85000000000002,30.0,3.1,6.2,2.0,50.0,themecat
themecat-660,O=C=O,[H][H],CO,[Cu].[Zr],0.0456,1.0,219.85000000000002,30.0,3.1,6.2,2.0,50.0,themecat
themecat-661,O=C=O,[H][H],CO,[Cu].[Zr],0.0261,1.0,219.85000000000002,30.0,3.1,6.2,2.0,50.0,themecat
themecat-662,O=C=O,[H][H],CO,[Cu].[Zr],0.0073,1.0,219.85000000000002,30.0,3.1,6.2,2.0,50.0,themecat
themecat-699,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.1063,1.0,239.85000000000002,30.0,3.0,0.87,3.0,63.4,themecat
themecat-700,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0933,1.0,239.85000000000002,30.0,3.0,0.87,3.0,63.4,themecat
themecat-701,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0662,1.0,219.85000000000002,30.0,3.0,0.87,3.0,63.4,themecat
themecat-702,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0797,1.0,229.85000000000002,30.0,3.0,0.87,3.0,63.4,themecat
themecat-703,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0994,1.0,249.85000000000002,30.0,3.0,0.87,3.0,63.4,themecat
themecat-704,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.1054,1.0,259.85,30.0,3.0,0.87,3.0,63.4,themecat
themecat-705,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0625,1.0,239.85000000000002,20.0,3.0,0.87,3.0,63.4,themecat
themecat-706,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.1272,1.0,239.85000000000002,40.0,3.0,0.87,3.0,63.4,themecat
themecat-707,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0677,1.0,239.85000000000002,30.0,3.0,0.87,3.0,63.4,themecat
themecat-708,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0432,1.0,219.85000000000002,30.0,3.0,0.87,3.0,63.4,themecat
themecat-709,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0569,1.0,229.85000000000002,30.0,3.0,0.87,3.0,63.4,themecat
themecat-710,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0771,1.0,249.85000000000002,30.0,3.0,0.87,3.0,63.4,themecat
themecat-711,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0878,1.0,259.85,30.0,3.0,0.87,3.0,63.4,themecat
themecat-712,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0455,1.0,239.85000000000002,20.0,3.0,0.87,3.0,63.4,themecat
themecat-713,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.1071,1.0,239.85000000000002,40.0,3.0,0.87,3.0,63.4,themecat
themecat-714,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0727,1.0,239.85000000000002,30.0,3.0,0.87,3.0,63.4,themecat
themecat-715,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0296,1.0,219.85000000000002,30.0,3.0,0.87,3.0,63.4,themecat
themecat-716,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0379,1.0,229.85000000000002,30.0,3.0,0.87,3.0,63.4,themecat
themecat-717,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0493,1.0,249.85000000000002,30.0,3.0,0.87,3.0,63.4,themecat
themecat-718,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0551,1.0,259.85,30.0,3.0,0.87,3.0,63.4,themecat
themecat-719,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0319,1.0,239.85000000000002,20.0,3.0,0.87,3.0,63.4,themecat
themecat-720,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0754,1.0,239.85000000000002,40.0,3.0,0.87,3.0,63.4,themecat
themecat-721,O=C=O,[H][H],CO,[Cd].[Zr].[Zn],0.4026,1.0,319.85,50.0,4.0,23.04,3.0,50.0,themecat
themecat-722,O=C=O,[H][H],CO,[Cd].[Zr].[Zn],0.302,1.0,299.85,50.0,4.0,23.04,3.0,50.0,themecat
themecat-723,O=C=O,[H][H],CO,[Cd].[Zr].[Zn],0.2652,1.0,339.85,50.0,4.0,23.04,3.0,50.0,themecat
themecat-724,O=C=O,[H][H],CO,[Cd].[Zr].[Zn],0.2165,1.0,359.85,50.0,4.0,23.04,3.0,50.0,themecat
themecat-725,O=C=O,[H][H],CO,[Cd].[Zr].[Zn],0.2146,1.0,319.85,50.0,4.0,23.04,3.0,50.0,themecat
themecat-726,O=C=O,[H][H],CO,[Cd].[Zr].[Zn],0.2111,1.0,279.85,50.0,4.0,23.04,3.0,50.0,themecat
themecat-727,O=C=O,[H][H],CO,[Cd].[Zr],0.2053,1.0,319.85,50.0,4.0,23.04,2.0,50.0,themecat
themecat-728,O=C=O,[H][H],CO,[Cd].[Zr].[Zn],0.1768,1.0,299.85,50.0,4.0,23.04,3.0,50.0,themecat
themecat-729,O=C=O,[H][H],CO,[Cd].[Zr],0.1534,1.0,339.85,50.0,4.0,23.04,2.0,50.0,themecat
themecat-730,O=C=O,[H][H],CO,[Cd].[Zr].[Zn],0.135,1.0,339.85,50.0,4.0,23.04,3.0,50.0,themecat
themecat-731,O=C=O,[H][H],CO,[Cd].[Zr].[Zn],0.1203,1.0,279.85,50.0,4.0,23.04,3.0,50.0,themecat
themecat-732,O=C=O,[H][H],CO,[Cd].[Zr],0.1161,1.0,299.85,50.0,4.0,23.04,2.0,50.0,themecat
themecat-733,O=C=O,[H][H],CO,[Cd].[Zr].[Zn],0.1031,1.0,359.85,50.0,4.0,23.04,3.0,50.0,themecat
themecat-734,O=C=O,[H][H],CO,[Cd].[Zr],0.0859,1.0,359.85,50.0,4.0,23.04,2.0,50.0,themecat
themecat-735,O=C=O,[H][H],CO,[Cd].[Zr],0.0552,1.0,279.85,50.0,4.0,23.04,2.0,50.0,themecat
themecat-736,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Zr],0.0129,1.0,189.85000000000002,50.0,3.0,3.0,4.0,65.0,themecat
themecat-737,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Zr],0.0559,1.0,189.85000000000002,50.0,3.0,3.0,4.0,58.0,themecat
themecat-738,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Zr],0.0593,1.0,189.85000000000002,50.0,3.0,3.0,4.0,58.0,themecat
themecat-739,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Zr],0.0684,1.0,189.85000000000002,50.0,3.0,3.0,4.0,57.0,themecat
themecat-740,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Zr],0.0734,1.0,189.85000000000002,50.0,3.0,3.0,4.0,56.0,themecat
themecat-741,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Zr],0.0874,1.0,189.85000000000002,50.0,3.0,3.0,4.0,58.0,themecat
themecat-742,O=C=O,[H][H],CO,[In].[Zn].[C],0.9266,1.0,349.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-743,O=C=O,[H][H],CO,[In].[Zn].[C],0.7846,1.0,319.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-744,O=C=O,[H][H],CO,[In].[Zn].[C],0.7385,1.0,319.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-745,O=C=O,[H][H],CO,[In].[Zn].[C],0.7086,1.0,349.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-746,O=C=O,[H][H],CO,[In].[C],0.7029,1.0,319.85,30.0,3.0,33.0,2.0,100.0,themecat
themecat-747,O=C=O,[H][H],CO,[In].[C],0.6629,1.0,349.85,30.0,3.0,33.0,2.0,100.0,themecat
themecat-748,O=C=O,[H][H],CO,[In].[Zn].[C],0.6611,1.0,289.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-749,O=C=O,[H][H],CO,[In].[Zn].[C],0.5864,1.0,289.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-750,O=C=O,[H][H],CO,[In].[Zn].[C],0.5723,1.0,349.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-751,O=C=O,[H][H],CO,[In].[C],0.5662,1.0,289.85,30.0,3.0,33.0,2.0,100.0,themecat
themecat-752,O=C=O,[H][H],CO,[In].[Zn].[C],0.5587,1.0,319.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-753,O=C=O,[H][H],CO,[In].[Zn].[C],0.4497,1.0,289.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-754,O=C=O,[H][H],CO,[In].[Zn].[C],0.3376,1.0,259.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-755,O=C=O,[H][H],CO,[In].[Zn].[C],0.2369,1.0,259.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-756,O=C=O,[H][H],CO,[In].[Zn].[C],0.2297,1.0,259.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-757,O=C=O,[H][H],CO,[In].[C],0.2273,1.0,259.85,30.0,3.0,33.0,2.0,100.0,themecat
themecat-758,O=C=O,[H][H],CO,[In].[Zn].[C],0.1492,1.0,229.85000000000002,30.0,3.0,33.0,3.0,50.0,themecat
themecat-759,O=C=O,[H][H],CO,[In].[C],0.0435,1.0,229.85000000000002,30.0,3.0,33.0,2.0,100.0,themecat
themecat-760,O=C=O,[H][H],CO,[In].[Zn].[C],0.0431,1.0,229.85000000000002,30.0,3.0,33.0,3.0,50.0,themecat
themecat-761,O=C=O,[H][H],CO,[In].[Zn].[C],0.0422,1.0,229.85000000000002,30.0,3.0,33.0,3.0,50.0,themecat
themecat-762,O=C=O,[H][H],CO,[In].[Zn].[C],0.022,1.0,199.85000000000002,30.0,3.0,33.0,3.0,50.0,themecat
themecat-763,O=C=O,[H][H],CO,[In].[Zn].[C],0.0,1.0,199.85000000000002,30.0,3.0,33.0,3.0,50.0,themecat
themecat-764,O=C=O,[H][H],CO,[In].[C],0.0,1.0,199.85000000000002,30.0,3.0,33.0,2.0,100.0,themecat
themecat-765,O=C=O,[H][H],CO,[In].[Zn].[C],0.0,1.0,199.85000000000002,30.0,3.0,33.0,3.0,50.0,themecat
themecat-766,O=C=O,[H][H],CO,[In].[Cr],0.0358,1.0,239.85000000000002,20.0,3.0,3.6,2.0,83.5,themecat
themecat-767,O=C=O,[H][H],CO,[In].[Cr],0.0367,1.0,259.85,20.0,3.0,3.6,2.0,83.5,themecat
themecat-768,O=C=O,[H][H],CO,[In].[Cr],0.0396,1.0,279.85,20.0,3.0,3.6,2.0,83.5,themecat
themecat-769,O=C=O,[H][H],CO,[In].[Cr],0.0469,1.0,299.85,20.0,3.0,3.6,2.0,83.5,themecat
themecat-770,O=C=O,[H][H],CO,[In].[Cr],0.0383,1.0,239.85000000000002,20.0,3.0,3.6,2.0,62.5,themecat
themecat-771,O=C=O,[H][H],CO,[In].[Cr],0.0498,1.0,259.85,20.0,3.0,3.6,2.0,62.5,themecat
themecat-772,O=C=O,[H][H],CO,[In].[Cr],0.0527,1.0,279.85,20.0,3.0,3.6,2.0,62.5,themecat
themecat-773,O=C=O,[H][H],CO,[In].[Cr],0.0651,1.0,299.85,20.0,3.0,3.6,2.0,62.5,themecat
themecat-774,O=C=O,[H][H],CO,[In],0.0035,1.0,239.85000000000002,20.0,3.0,3.6,1.0,100.0,themecat
themecat-775,O=C=O,[H][H],CO,[In],0.0182,1.0,279.85,20.0,3.0,3.6,1.0,100.0,themecat
themecat-776,O=C=O,[H][H],CO,[In],0.0137,1.0,299.85,20.0,3.0,3.6,1.0,100.0,themecat
themecat-777,O=C=O,[H][H],CO,[In],0.0227,1.0,259.85,20.0,3.0,3.6,1.0,100.0,themecat
themecat-778,O=C=O,[H][H],CO,[In].[Cr],0.0093,1.0,239.85000000000002,20.0,3.0,3.6,2.0,64.0,themecat
themecat-779,O=C=O,[H][H],CO,[In].[Cr],0.0303,1.0,259.85,20.0,3.0,3.6,2.0,64.0,themecat
themecat-780,O=C=O,[H][H],CO,[In].[Cr],0.0386,1.0,279.85,20.0,3.0,3.6,2.0,64.0,themecat
themecat-781,O=C=O,[H][H],CO,[In].[Cr],0.0412,1.0,299.85,20.0,3.0,3.6,2.0,64.0,themecat
themecat-782,O=C=O,[H][H],CO,[In].[Cr],0.0185,1.0,239.85000000000002,20.0,3.0,3.6,2.0,87.5,themecat
themecat-783,O=C=O,[H][H],CO,[In].[Cr],0.0262,1.0,259.85,20.0,3.0,3.6,2.0,87.5,themecat
themecat-784,O=C=O,[H][H],CO,[In].[Cr],0.0326,1.0,279.85,20.0,3.0,3.6,2.0,87.5,themecat
themecat-785,O=C=O,[H][H],CO,[In].[Cr],0.0323,1.0,299.85,20.0,3.0,3.6,2.0,87.5,themecat
themecat-786,O=C=O,[H][H],CO,[In].[Cr],0.0163,1.0,239.85000000000002,20.0,3.0,3.6,2.0,94.0,themecat
themecat-787,O=C=O,[H][H],CO,[In].[Cr],0.0198,1.0,259.85,20.0,3.0,3.6,2.0,94.0,themecat
themecat-788,O=C=O,[H][H],CO,[In].[Cr],0.0246,1.0,279.85,20.0,3.0,3.6,2.0,94.0,themecat
themecat-789,O=C=O,[H][H],CO,[In].[Cr],0.039,1.0,299.85,20.0,3.0,3.6,2.0,94.0,themecat
themecat-810,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0322,1.0,219.85000000000002,40.0,3.0,1.46,3.0,70.0,themecat
themecat-811,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0389,1.0,239.85000000000002,40.0,3.0,1.46,3.0,70.0,themecat
themecat-812,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0362,1.0,219.85000000000002,40.0,3.0,1.46,3.0,57.0,themecat
themecat-813,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0459,1.0,239.85000000000002,40.0,3.0,1.46,3.0,57.0,themecat
themecat-814,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0182,1.0,219.85000000000002,40.0,3.0,1.46,3.0,86.0,themecat
themecat-815,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.023,1.0,239.85000000000002,40.0,3.0,1.46,3.0,86.0,themecat
themecat-816,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.043,1.0,219.85000000000002,40.0,3.0,1.46,3.0,46.0,themecat
themecat-817,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0503,1.0,239.85000000000002,40.0,3.0,1.46,3.0,46.0,themecat
suvarna-0,O=C=O,[H][H],CO,[In].[Fe].[Ni].[Ca],2.62,1.0,324.85,60.0,10.0,115500.0,4.0,4.4,suvarna
suvarna-1,O=C=O,[H][H],CO,[In].[Fe].[Ni].[Ca],2.4,1.0,324.85,60.0,8.0,94500.0,4.0,4.4,suvarna
suvarna-2,O=C=O,[H][H],CO,[Cu].[Zn].[S].[Mn],2.2336,1.0,179.85000000000002,40.0,3.0,120000.0,4.0,36.5,suvarna
suvarna-3,O=C=O,[H][H],CO,[In].[Fe].[Ni].[Ca],2.23,1.0,324.85,40.0,10.0,115500.0,4.0,4.4,suvarna
suvarna-4,O=C=O,[H][H],CO,[Cu].[Zn].[S].[Mn],2.224,1.0,179.85000000000002,40.0,3.0,60000.0,4.0,36.5,suvarna
suvarna-5,O=C=O,[H][H],CO,[In].[Fe].[Ni].[Ca],2.09,1.0,324.85,40.0,8.0,94500.0,4.0,4.4,suvarna
suvarna-6,O=C=O,[H][H],CO,[Cu].[Zn].[Al],1.99,1.0,259.85,36.0,10.0,19200.0,3.0,20.5,suvarna
suvarna-7,O=C=O,[H][H],CO,[In].[Fe].[Ni].[Ca],1.98,1.0,324.85,60.0,6.0,73500.0,4.0,4.4,suvarna
suvarna-8,O=C=O,[H][H],CO,[In].[Fe].[Ni].[Ca],1.83,1.0,324.85,40.0,6.0,73500.0,4.0,4.4,suvarna
suvarna-9,O=C=O,[H][H],CO,[Cu].[Zn].[S],1.8048,1.0,259.85,40.0,16.5,30000.0,3.0,24.4,suvarna
suvarna-10,O=C=O,[H][H],CO,[Cu].[Zn].[S],1.6096,1.0,179.85000000000002,40.0,3.0,60000.0,3.0,37.0,suvarna
suvarna-11,O=C=O,[H][H],CO,[Cu].[Zn].[S],1.536,1.0,259.85,40.0,16.5,30000.0,3.0,18.9,suvarna
suvarna-12,O=C=O,[H][H],CO,[Cu].[Zn].[Mn],1.5328,1.0,179.85000000000002,40.0,3.0,120000.0,3.0,36.7,suvarna
suvarna-13,O=C=O,[H][H],CO,[Cu].[S].[Mn],1.4656,1.0,179.85000000000002,40.0,3.0,60000.0,3.0,39.5,suvarna
suvarna-14,O=C=O,[H][H],CO,[Cu].[S],1.3696,1.0,179.85000000000002,40.0,3.0,60000.0,2.0,45.0,suvarna
suvarna-15,O=C=O,[H][H],CO,[In].[Fe].[Ni].[Ca],1.35,1.0,324.85,40.0,3.0,42000.0,4.0,4.4,suvarna
suvarna-16,O=C=O,[H][H],CO,[Cu].[Zn],1.1936,1.0,179.85000000000002,40.0,3.0,60000.0,2.0,75.0,suvarna
suvarna-17,O=C=O,[H][H],CO,[Pd].[Cu],1.102,1.0,249.85000000000002,41.0,3.0,3600.0,2.0,5.0,suvarna
