index,reactant,reagent,product,catalyst,methanol_sty,time_h,temperature_c,pressure_bar,h2_co2_ratio,ghsv_h-1,catalyst_components_count,catalyst_primary_loading_wt,source_dataset
suvarna-295,O=C=O,[H][H],CO,[Cu].[Ce],0.20068125,1.0,279.85,30.0,3.0,7500.0,2.0,35.0,suvarna
suvarna-296,O=C=O,[H][H],CO,[In].[Al],0.2,1.0,324.85,40.0,3.0,21600.0,2.0,16.4,suvarna
suvarna-297,O=C=O,[H][H],CO,[Cu].[S].[La],0.199,1.0,259.85,30.0,3.0,12000.0,3.0,8.1,suvarna
suvarna-298,O=C=O,[H][H],CO,[Cu].[Al].[Ce],0.19867353465746113,1.0,219.85000000000002,40.0,3.0,6000.0,3.0,14.3,suvarna
suvarna-299,O=C=O,[H][H],CO,[Cu].[Zn].[Pd],0.197,1.0,289.85,45.0,3.0,10800.0,3.0,47.26,suvarna
suvarna-300,O=C=O,[H][H],CO,[In],0.196775356089982,1.0,299.85,50.0,4.0,26000.0,1.0,100.0,suvarna
suvarna-301,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.19586285714285712,1.0,239.85000000000002,30.0,3.0,8800.0,3.0,28.0,suvarna
suvarna-302,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.19519999999999998,1.0,229.85000000000002,30.0,3.0,4482.8,3.0,45.5507,suvarna
suvarna-303,O=C=O,[H][H],CO,[Cu].[Zr],0.19356586546665,1.0,219.85000000000002,30.0,3.0,18000.0,2.0,22.5,suvarna
suvarna-304,O=C=O,[H][H],CO,[In].[Zr],0.193128561695733,1.0,269.85,50.0,4.0,26000.0,2.0,9.0,suvarna
suvarna-305,O=C=O,[H][H],CO,[Cu].[Al].[Ce],0.19272126053957409,1.0,239.85000000000002,40.0,3.0,6000.0,3.0,14.3,suvarna
suvarna-306,O=C=O,[H][H],CO,[In].[Zr],0.19,1.0,349.85,40.0,3.0,21600.0,2.0,42.89241055841704,suvarna
suvarna-307,O=C=O,[H][H],CO,[In].[Al],0.19,1.0,349.85,40.0,3.0,21600.0,2.0,12.3,suvarna
suvarna-308,O=C=O,[H][H],CO,[In].[Al],0.19,1.0,349.85,40.0,3.0,21600.0,2.0,16.4,suvarna
suvarna-309,O=C=O,[H][H],CO,[Cu].[Ce],0.18880000000000002,1.0,239.85000000000002,30.0,3.0,14400.0,2.0,58.1,suvarna
suvarna-310,O=C=O,[H][H],CO,[Cu].[Zn].[Ce].[P],0.18847999999999998,1.0,279.85,30.0,3.0,7500.0,4.0,44.1,suvarna
suvarna-311,O=C=O,[H][H],CO,[In],0.1883498098859315,1.0,279.85,50.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-312,O=C=O,[H][H],CO,[In].[Rh],0.187292817679557,1.0,249.85000000000002,50.0,4.0,21000.0,2.0,98.93,suvarna
suvarna-313,O=C=O,[H][H],CO,[In].[Ru],0.18709714285714282,1.0,279.85,50.0,4.0,24000.0,2.0,99.22,suvarna
suvarna-314,O=C=O,[H][H],CO,[Cu].[Ce].[Ni],0.18624000000000002,1.0,219.85000000000002,30.0,3.0,36000.0,3.0,3.33,suvarna
suvarna-315,O=C=O,[H][H],CO,[Cu].[Al],0.1856,1.0,259.85,30.0,3.0,14400.0,2.0,60.9,suvarna
suvarna-316,O=C=O,[H][H],CO,[Cu].[Al].[Ce],0.18491931557318336,1.0,259.85,40.0,3.0,6000.0,3.0,14.6,suvarna
suvarna-317,O=C=O,[H][H],CO,[Cu].[Zn],0.18464,1.0,219.85000000000002,60.0,3.0,14800.0,2.0,22.0,suvarna
suvarna-318,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Y],0.18444900602924,1.0,219.85000000000002,80.0,3.0,13200.0,4.0,56.26,suvarna
suvarna-319,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.18422803142857141,1.0,199.85000000000002,30.0,3.0,8800.0,3.0,31.0,suvarna
suvarna-320,O=C=O,[H][H],CO,[In].[Zr].[Ni].[Ca],0.18397461242617788,1.0,249.85000000000002,40.0,3.0,12000.0,4.0,16.5,suvarna
suvarna-321,O=C=O,[H][H],CO,[In].[Ni],0.18325,1.0,279.85,50.0,4.0,24000.0,2.0,97.49,suvarna
suvarna-322,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.1832,1.0,249.85000000000002,30.0,3.0,8000.0,3.0,49.5,suvarna
suvarna-323,O=C=O,[H][H],CO,[Cu].[Zn].[Pd],0.183,1.0,289.85,45.0,3.0,10800.0,3.0,47.42,suvarna
suvarna-324,O=C=O,[H][H],CO,[Cu].[Al],0.1824,1.0,219.85000000000002,30.0,3.0,14400.0,2.0,61.2,suvarna
suvarna-325,O=C=O,[H][H],CO,[In].[Pt],0.1819936277524431,1.0,259.85,20.0,3.0,24000.0,2.0,97.5,suvarna
suvarna-326,O=C=O,[H][H],CO,[Cu].[S].[La],0.18130000000000002,1.0,239.85000000000002,30.0,3.0,12000.0,3.0,8.1,suvarna
suvarna-327,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.181,1.0,219.85000000000002,80.0,3.0,900.0,3.0,62.5,suvarna
suvarna-328,O=C=O,[H][H],CO,[Cu].[Zn],0.18,1.0,239.85000000000002,30.0,3.0,12000.0,2.0,16.0,suvarna
suvarna-329,O=C=O,[H][H],CO,[In].[Zr],0.18,1.0,279.85,50.0,4.0,24000.0,2.0,99.55371284559293,suvarna
suvarna-330,O=C=O,[H][H],CO,[In],0.17958935361216702,1.0,279.85,50.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-331,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.179069415218435,1.0,219.85000000000002,80.0,3.0,13200.0,3.0,58.0,suvarna
suvarna-332,O=C=O,[H][H],CO,[Cu].[Ce],0.1777285714285714,1.0,299.85,30.0,3.0,7500.0,2.0,35.0,suvarna
suvarna-333,O=C=O,[H][H],CO,[In],0.17625316446741154,1.0,299.85,20.0,3.0,24000.0,1.0,100.0,suvarna
suvarna-334,O=C=O,[H][H],CO,[Pd].[Ce].[Zn],0.1758348,1.0,219.85000000000002,20.0,3.0,3600.0,3.0,8.15,suvarna
suvarna-335,O=C=O,[H][H],CO,[In].[Ag],0.17415421714285714,1.0,279.85,50.0,4.0,24000.0,2.0,99.29,suvarna
suvarna-336,O=C=O,[H][H],CO,[In].[Zr].[Ni].[Ca],0.17354151251345223,1.0,299.85,20.0,3.0,12000.0,4.0,16.5,suvarna
suvarna-337,O=C=O,[H][H],CO,[Cu].[Al].[Ce],0.17270593340594753,1.0,259.85,40.0,3.0,6000.0,3.0,14.3,suvarna
suvarna-338,O=C=O,[H][H],CO,[Cu].[Al].[Ce],0.17239709947448578,1.0,219.85000000000002,40.0,3.0,6000.0,3.0,14.5,suvarna
suvarna-339,O=C=O,[H][H],CO,[In],0.171257802272978,1.0,274.85,50.0,4.0,21000.0,1.0,100.0,suvarna
suvarna-340,O=C=O,[H][H],CO,[Cu].[In],0.17078747650585857,1.0,279.85,30.0,3.0,7500.0,2.0,7.0,suvarna
suvarna-341,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.1685,1.0,249.85000000000002,30.0,3.0,8000.0,3.0,59.0,suvarna
suvarna-342,O=C=O,[H][H],CO,[Cu].[Zn].[Pd],0.168,1.0,289.85,45.0,3.0,10800.0,3.0,46.57,suvarna
suvarna-343,O=C=O,[H][H],CO,[Cu].[Zn].[Pd],0.167,1.0,269.85,45.0,3.0,10800.0,3.0,47.42,suvarna
suvarna-344,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Y],0.16673052814767633,1.0,229.85000000000002,30.0,3.0,10000.0,4.0,42.0,suvarna
suvarna-345,O=C=O,[H][H],CO,[In].[Ir],0.16585565812602607,1.0,249.85000000000002,50.0,4.0,21000.0,2.0,98.9,suvarna
suvarna-346,O=C=O,[H][H],CO,[Cu].[Ce],0.16578772717717408,1.0,209.85000000000002,30.0,3.0,7200.0,2.0,4.8,suvarna
suvarna-347,O=C=O,[H][H],CO,[Cu].[Zn].[Si].[Ga],0.16544,1.0,269.85,20.0,3.0,18000.0,4.0,4.3,suvarna
suvarna-348,O=C=O,[H][H],CO,[Cu].[C].[In],0.1648200933909619,1.0,279.85,30.0,3.0,10000.0,3.0,8.4,suvarna
suvarna-349,O=C=O,[H][H],CO,[Cu].[Zn].[Pd],0.164,1.0,249.85000000000002,45.0,3.0,10800.0,3.0,47.26,suvarna
suvarna-350,O=C=O,[H][H],CO,[In].[Zr].[Y],0.163943038301147,1.0,269.85,4.0,4.0,52000.0,3.0,9.1,suvarna
suvarna-351,O=C=O,[H][H],CO,[In].[Ru],0.163670159628391,1.0,249.85000000000002,50.0,4.0,21000.0,2.0,99.0,suvarna
suvarna-352,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Ce],0.1633657142857143,1.0,239.85000000000002,30.0,3.0,8800.0,4.0,23.0,suvarna
suvarna-353,O=C=O,[H][H],CO,[Cu].[In],0.16334592310653856,1.0,259.85,30.0,3.0,7500.0,2.0,7.0,suvarna
suvarna-354,O=C=O,[H][H],CO,[Cu].[C].[In],0.1632594843445392,1.0,259.85,30.0,3.0,7500.0,3.0,7.7,suvarna
suvarna-355,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.16191999999999998,1.0,239.85000000000002,20.0,3.0,7800.0,3.0,37.0,suvarna
suvarna-356,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.16122857142857142,1.0,219.85000000000002,30.0,3.0,8800.0,3.0,28.0,suvarna
suvarna-357,O=C=O,[H][H],CO,[Cu].[Zn],0.161,1.0,229.85000000000002,50.0,10.0,15000.0,2.0,61.0,suvarna
suvarna-358,O=C=O,[H][H],CO,[Cu].[Al],0.16,1.0,239.85000000000002,30.0,3.0,14400.0,2.0,60.9,suvarna
suvarna-359,O=C=O,[H][H],CO,[In].[Al],0.16,1.0,324.85,40.0,3.0,21600.0,2.0,12.3,suvarna
suvarna-360,O=C=O,[H][H],CO,[In],0.15977876571428576,1.0,279.85,50.0,4.0,24000.0,1.0,99.25,suvarna
suvarna-361,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Nd],0.15936,1.0,229.85000000000002,30.0,3.0,4482.8,4.0,44.934999999999995,suvarna
suvarna-362,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Zr],0.15907,1.0,249.85000000000002,30.0,3.0,5760.0,4.0,33.6,suvarna
suvarna-363,O=C=O,[H][H],CO,[Pd].[Zn].[Al],0.15852283375154677,1.0,249.85000000000002,30.0,3.0,6000.0,3.0,2.66,suvarna
suvarna-364,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.1584,1.0,179.85000000000002,40.0,3.0,23800.0,3.0,46.8,suvarna
suvarna-365,O=C=O,[H][H],CO,[Cu].[Zn].[S],0.15808000000000003,1.0,249.85000000000002,30.0,3.0,44000.0,3.0,7.42,suvarna
suvarna-366,O=C=O,[H][H],CO,[Cu].[Zn].[Ce],0.15775999999999998,1.0,259.85,30.0,3.0,7500.0,3.0,48.6,suvarna
suvarna-367,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Ce],0.15764571428571433,1.0,199.85000000000002,30.0,3.0,8800.0,4.0,26.5,suvarna
suvarna-368,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.15680000000000002,1.0,239.85000000000002,20.0,3.0,7800.0,3.0,37.0,suvarna
suvarna-369,O=C=O,[H][H],CO,[In],0.1566997200586198,1.0,339.85,40.0,4.0,32000.0,1.0,100.0,suvarna
suvarna-370,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Al],0.155339793310797,1.0,219.85000000000002,80.0,3.0,13200.0,4.0,56.26,suvarna
suvarna-371,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Pd],0.15488,1.0,179.85000000000002,40.0,3.0,23800.0,4.0,45.0,suvarna
suvarna-372,O=C=O,[H][H],CO,[Cu].[Ce],0.15439761805568833,1.0,259.85,30.0,3.0,7200.0,2.0,4.8,suvarna
suvarna-373,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Zr],0.15428,1.0,249.85000000000002,30.0,3.0,5760.0,4.0,33.6,suvarna
suvarna-374,O=C=O,[H][H],CO,[Cu].[Zr].[In],0.154021858271177,1.0,219.85000000000002,30.0,3.0,18000.0,3.0,20.8,suvarna
suvarna-375,O=C=O,[H][H],CO,[Cu].[Zn].[Si],0.1539,1.0,269.85,50.0,3.0,6000.0,3.0,12.0,suvarna
suvarna-376,O=C=O,[H][H],CO,[Cu].[Si].[Zn],0.1539,1.0,269.85,50.0,3.0,6000.0,3.0,11.75,suvarna
suvarna-377,O=C=O,[H][H],CO,[Pd].[Zn].[Al],0.1533477673279182,1.0,249.85000000000002,30.0,3.0,6000.0,3.0,2.51,suvarna
suvarna-378,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Pd],0.15328,1.0,199.85000000000002,40.0,3.0,23800.0,4.0,42.5,suvarna
suvarna-379,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],0.15235200000000002,1.0,249.85000000000002,20.0,3.0,18000.0,3.0,5.6,suvarna
suvarna-380,O=C=O,[H][H],CO,[Cu].[Zn],0.15170778578967078,1.0,279.85,30.0,3.0,12000.0,2.0,60.0,suvarna
suvarna-381,O=C=O,[H][H],CO,[In],0.1514171122011162,1.0,339.85,40.0,4.0,24000.0,1.0,100.0,suvarna
suvarna-382,O=C=O,[H][H],CO,[Cu].[C].[In],0.15131598513011135,1.0,279.85,20.0,3.0,7500.0,3.0,7.7,suvarna
suvarna-383,O=C=O,[H][H],CO,[In],0.15075285171102656,1.0,359.85,50.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-384,O=C=O,[H][H],CO,[Cu].[Zn].[Ce],0.15072,1.0,239.85000000000002,30.0,3.0,7500.0,3.0,48.6,suvarna
suvarna-385,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Si],0.15045671243862055,1.0,219.85000000000002,20.0,3.0,15600.0,4.0,30.7,suvarna
suvarna-386,O=C=O,[H][H],CO,[In].[Al],0.15,1.0,299.85,40.0,3.0,21600.0,2.0,16.4,suvarna
suvarna-387,O=C=O,[H][H],CO,[In],0.1499499,1.0,349.85,40.0,4.0,9000.0,1.0,100.0,suvarna
suvarna-388,O=C=O,[H][H],CO,[Cu].[Zr],0.1496517857142857,1.0,239.85000000000002,30.0,3.0,7500.0,2.0,35.0,suvarna
suvarna-389,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Mn],0.149643755981709,1.0,219.85000000000002,80.0,3.0,13200.0,4.0,56.26,suvarna
suvarna-390,O=C=O,[H][H],CO,[Cu].[In],0.14944884084739712,1.0,279.85,30.0,3.0,7500.0,2.0,19.0,suvarna
suvarna-391,O=C=O,[H][H],CO,[Pd].[Zn].[Al],0.1482585961861474,1.0,249.85000000000002,30.0,3.0,6000.0,3.0,2.82,suvarna
suvarna-392,O=C=O,[H][H],CO,[Cu].[Zn].[Pd],0.147,1.0,269.85,45.0,3.0,10800.0,3.0,46.57,suvarna
suvarna-393,O=C=O,[H][H],CO,[Cu].[Zn],0.14692637665374628,1.0,239.85000000000002,30.0,3.0,3000.0,2.0,60.0,suvarna
suvarna-394,O=C=O,[H][H],CO,[Cu].[Zn].[Si],0.1462,1.0,259.85,50.0,3.0,6000.0,3.0,12.0,suvarna
suvarna-395,O=C=O,[H][H],CO,[Cu].[Si].[Zn],0.1462,1.0,259.85,50.0,3.0,6000.0,3.0,11.75,suvarna
suvarna-396,O=C=O,[H][H],CO,[Pd].[Ti].[Si],0.1461624832296359,1.0,359.85,1.0,3.0,5400.0,3.0,4.0,suvarna
suvarna-397,O=C=O,[H][H],CO,[In].[Zr].[La],0.14604827222264,1.0,254.85000000000002,4.0,4.0,52000.0,3.0,9.9,suvarna
suvarna-398,O=C=O,[H][H],CO,[Cu].[Zn].[Pd],0.14592,1.0,199.85000000000002,60.0,3.0,14800.0,3.0,19.4,suvarna
suvarna-399,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],0.145376,1.0,269.85,20.0,3.0,18000.0,3.0,5.6,suvarna
suvarna-400,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Ce],0.14504285714285714,1.0,219.85000000000002,30.0,3.0,8800.0,4.0,23.0,suvarna
suvarna-401,O=C=O,[H][H],CO,[Cu].[Zn],0.145,1.0,229.85000000000002,50.0,10.0,15000.0,2.0,61.0,suvarna
suvarna-402,O=C=O,[H][H],CO,[Cu].[In],0.14498781797299776,1.0,259.85,30.0,3.0,7500.0,2.0,19.0,suvarna
suvarna-403,O=C=O,[H][H],CO,[Cu].[Si].[Zn],0.14438399999999998,1.0,269.85,20.0,3.0,18000.0,3.0,5.0,suvarna
suvarna-404,O=C=O,[H][H],CO,[Cu].[Ce],0.14419465285607808,1.0,299.85,30.0,3.0,7200.0,2.0,4.8,suvarna
suvarna-405,O=C=O,[H][H],CO,[Cu].[Al].[Ce],0.14382773898741952,1.0,239.85000000000002,40.0,3.0,6000.0,3.0,14.5,suvarna
suvarna-406,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.141322694886907,1.0,199.85000000000002,80.0,3.0,13200.0,3.0,58.0,suvarna
suvarna-407,O=C=O,[H][H],CO,[Cu].[Si],0.141221568695591,1.0,339.85,30.0,4.0,16000.0,2.0,10.7,suvarna
suvarna-408,O=C=O,[H][H],CO,[Cu].[S],0.1408,1.0,259.85,40.0,16.5,30000.0,2.0,37.3,suvarna
suvarna-409,O=C=O,[H][H],CO,[In].[Pt],0.140755819542126,1.0,224.85000000000002,50.0,4.0,21000.0,2.0,82.0,suvarna
suvarna-410,O=C=O,[H][H],CO,[In].[Zr],0.14,1.0,324.85,40.0,3.0,21600.0,2.0,10.601875222908971,suvarna
suvarna-411,O=C=O,[H][H],CO,[In].[Al],0.14,1.0,324.85,40.0,3.0,21600.0,2.0,9.8,suvarna
suvarna-412,O=C=O,[H][H],CO,[In].[Al],0.14,1.0,324.85,40.0,3.0,21600.0,2.0,9.8,suvarna
suvarna-413,O=C=O,[H][H],CO,[In],0.13944,1.0,249.85000000000002,50.0,8.0,6000.0,1.0,100.0,suvarna
suvarna-414,O=C=O,[H][H],CO,[In],0.1394372623574144,1.0,239.85000000000002,50.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-415,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.13888,1.0,239.85000000000002,20.0,3.0,7800.0,3.0,37.0,suvarna
suvarna-416,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Al],0.13875338753387523,1.0,229.85000000000002,30.0,5.0,4480.0,4.0,30.0,suvarna
suvarna-417,O=C=O,[H][H],CO,[Cu].[Zn].[Ce],0.13856,1.0,279.85,30.0,3.0,7500.0,3.0,48.6,suvarna
suvarna-418,O=C=O,[H][H],CO,[In].[Zr],0.138474540628261,1.0,254.85000000000002,4.0,4.0,52000.0,2.0,10.1,suvarna
suvarna-419,O=C=O,[H][H],CO,[Cu].[In],0.13729861480004993,1.0,279.85,30.0,3.0,7500.0,2.0,32.0,suvarna
suvarna-420,O=C=O,[H][H],CO,[In],0.1368388285714286,1.0,349.85,40.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-421,O=C=O,[H][H],CO,[Cu].[Zn].[Si],0.1366,1.0,249.85000000000002,50.0,3.0,6000.0,3.0,12.0,suvarna
suvarna-422,O=C=O,[H][H],CO,[Cu].[Si].[Zn],0.1366,1.0,249.85000000000002,50.0,3.0,6000.0,3.0,11.75,suvarna
suvarna-423,O=C=O,[H][H],CO,[Cu].[In],0.13606119766918623,1.0,259.85,30.0,3.0,7500.0,2.0,32.0,suvarna
suvarna-424,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],0.135712,1.0,269.85,30.0,3.0,10000.0,3.0,16.6,suvarna
suvarna-425,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],0.135456,1.0,269.85,30.0,3.0,10000.0,3.0,16.6,suvarna
suvarna-426,O=C=O,[H][H],CO,[Cu].[C].[In],0.13537546468401473,1.0,279.85,30.0,3.0,7500.0,3.0,8.4,suvarna
suvarna-427,O=C=O,[H][H],CO,[Cu].[C].[In],0.13536539781619808,1.0,279.85,30.0,3.0,7500.0,3.0,8.4,suvarna
suvarna-428,O=C=O,[H][H],CO,[Cu].[Zn],0.13536,1.0,199.85000000000002,60.0,3.0,14800.0,2.0,22.0,suvarna
suvarna-429,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],0.134368,1.0,259.85,30.0,3.0,10000.0,3.0,16.6,suvarna
suvarna-430,O=C=O,[H][H],CO,[In],0.13407505714285714,1.0,349.85,40.0,2.0,9000.0,1.0,100.0,suvarna
suvarna-431,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Y],0.133778524614642,1.0,229.85000000000002,10.0,3.0,10000.0,4.0,40.0,suvarna
suvarna-432,O=C=O,[H][H],CO,[In],0.13363833214285714,1.0,299.85,40.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-433,O=C=O,[H][H],CO,[Cu].[In],0.13357970950925854,1.0,239.85000000000002,30.0,3.0,7500.0,2.0,7.0,suvarna
suvarna-434,O=C=O,[H][H],CO,[Cu].[Zn].[Si].[Ga],0.132768,1.0,259.85,20.0,3.0,18000.0,4.0,4.3,suvarna
suvarna-435,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Y],0.13182929933842602,1.0,199.85000000000002,80.0,3.0,13200.0,4.0,56.26,suvarna
suvarna-436,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],0.13152,1.0,259.85,30.0,3.0,10000.0,3.0,16.6,suvarna
suvarna-437,O=C=O,[H][H],CO,[In].[Zr].[Y],0.131419796928131,1.0,269.85,4.0,4.0,52000.0,3.0,8.4,suvarna
suvarna-438,O=C=O,[H][H],CO,[Cu].[Al],0.13119999999999998,1.0,279.85,30.0,3.0,14400.0,2.0,60.9,suvarna
suvarna-439,O=C=O,[H][H],CO,[Cu].[Zn],0.13,1.0,229.85000000000002,50.0,10.0,15000.0,2.0,61.0,suvarna
suvarna-440,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],0.12976,1.0,259.85,20.0,3.0,18000.0,3.0,5.6,suvarna
suvarna-441,O=C=O,[H][H],CO,[Cu].[Ce],0.1296,1.0,239.85000000000002,30.0,3.0,36000.0,2.0,10.0,suvarna
suvarna-442,O=C=O,[H][H],CO,[Cu].[Zn].[Si].[Ga],0.129216,1.0,269.85,20.0,3.0,18000.0,4.0,4.5,suvarna
suvarna-443,O=C=O,[H][H],CO,[In],0.12912549795918365,1.0,299.85,40.0,6.0,9000.0,1.0,100.0,suvarna
suvarna-444,O=C=O,[H][H],CO,[Cu].[C].[In],0.12851586291899678,1.0,299.85,30.0,3.0,7500.0,3.0,8.4,suvarna
suvarna-445,O=C=O,[H][H],CO,[Pd].[Ti].[Si],0.12800505161145997,1.0,359.85,1.0,3.0,5400.0,3.0,4.0,suvarna
suvarna-446,O=C=O,[H][H],CO,[Cu].[Al],0.128,1.0,199.85000000000002,30.0,3.0,14400.0,2.0,61.2,suvarna
suvarna-447,O=C=O,[H][H],CO,[In].[Pt],0.12764753257089304,1.0,259.85,20.0,3.0,24000.0,2.0,99.42,suvarna
suvarna-448,O=C=O,[H][H],CO,[Cu].[Al].[Ce],0.1274917571091949,1.0,259.85,40.0,3.0,6000.0,3.0,14.5,suvarna
suvarna-449,O=C=O,[H][H],CO,[In],0.12695271428571428,1.0,299.85,40.0,5.0,9000.0,1.0,100.0,suvarna
suvarna-450,O=C=O,[H][H],CO,[Cu].[Zr],0.12662142857142855,1.0,279.85,30.0,3.0,7500.0,2.0,35.0,suvarna
suvarna-451,O=C=O,[H][H],CO,[In],0.12604525714285716,1.0,299.85,40.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-452,O=C=O,[H][H],CO,[Cu].[C].[In],0.12583087433030177,1.0,279.85,30.0,3.0,5000.0,3.0,7.7,suvarna
suvarna-453,O=C=O,[H][H],CO,[In],0.12546028571428575,1.0,299.85,40.0,3.0,16000.0,1.0,100.0,suvarna
suvarna-454,O=C=O,[H][H],CO,[In],0.1253569561898724,1.0,339.85,40.0,4.0,32000.0,1.0,100.0,suvarna
suvarna-455,O=C=O,[H][H],CO,[Cu].[Zn].[Pd],0.125,1.0,249.85000000000002,45.0,3.0,10800.0,3.0,47.42,suvarna
suvarna-456,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.125,1.0,249.85000000000002,45.0,3.0,10800.0,3.0,61.0,suvarna
suvarna-457,O=C=O,[H][H],CO,[Cu].[Zn].[Ce],0.12470857142857143,1.0,239.85000000000002,30.0,3.0,8800.0,3.0,17.5,suvarna
suvarna-458,O=C=O,[H][H],CO,[In],0.12452965714285714,1.0,299.85,40.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-459,O=C=O,[H][H],CO,[Cu].[Si],0.124182073291515,1.0,359.85,30.0,4.0,16000.0,2.0,10.7,suvarna
suvarna-460,O=C=O,[H][H],CO,[In],0.12411637714285717,1.0,299.85,40.0,4.0,9000.0,1.0,100.0,suvarna
suvarna-461,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.1237908571428571,1.0,179.85000000000002,30.0,3.0,8800.0,3.0,31.0,suvarna
suvarna-462,O=C=O,[H][H],CO,[Cu].[C].[In],0.12282125957587008,1.0,239.85000000000002,30.0,3.0,7500.0,3.0,7.7,suvarna
suvarna-463,O=C=O,[H][H],CO,[Cu].[In],0.1226627419064,1.0,279.85,30.0,3.0,7500.0,2.0,41.0,suvarna
suvarna-464,O=C=O,[H][H],CO,[Cu].[Zn].[Si].[Ga],0.12236799999999999,1.0,259.85,20.0,3.0,18000.0,4.0,4.5,suvarna
suvarna-465,O=C=O,[H][H],CO,[In],0.12185334000000002,1.0,299.85,40.0,4.0,9000.0,1.0,100.0,suvarna
suvarna-466,O=C=O,[H][H],CO,[Cu].[Al].[Zn].[Zr].[Mn],0.1215,1.0,269.85,28.0,3.0,4320.0,5.0,10.0,suvarna
suvarna-467,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.12144527999999999,1.0,199.85000000000002,30.0,3.0,8800.0,3.0,27.0,suvarna
suvarna-468,O=C=O,[H][H],CO,[Cu].[In],0.12142574064417376,1.0,239.85000000000002,30.0,3.0,7500.0,2.0,19.0,suvarna
suvarna-469,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Al],0.12138849771688,1.0,199.85000000000002,80.0,3.0,13200.0,4.0,56.26,suvarna
suvarna-470,O=C=O,[H][H],CO,[In],0.12054209999999999,1.0,299.85,40.0,3.0,12000.0,1.0,100.0,suvarna
suvarna-471,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.12032,1.0,239.85000000000002,20.0,3.0,7800.0,3.0,37.0,suvarna
suvarna-472,O=C=O,[H][H],CO,[In].[Al],0.12,1.0,349.85,40.0,3.0,21600.0,2.0,6.2,suvarna
suvarna-473,O=C=O,[H][H],CO,[In],0.11990654999999999,1.0,299.85,40.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-474,O=C=O,[H][H],CO,[In],0.11989703571428571,1.0,299.85,40.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-475,O=C=O,[H][H],CO,[In].[Pt],0.11980721552472708,1.0,259.85,20.0,3.0,24000.0,2.0,99.66,suvarna
suvarna-476,O=C=O,[H][H],CO,[Cu].[In],0.1191877435714992,1.0,259.85,30.0,3.0,7500.0,2.0,41.0,suvarna
suvarna-477,O=C=O,[H][H],CO,[Cu].[Zn].[Pd],0.119,1.0,229.85000000000002,45.0,3.0,10800.0,3.0,47.26,suvarna
suvarna-478,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],0.11871999999999999,1.0,249.85000000000002,30.0,3.0,10000.0,3.0,16.6,suvarna
