index,reactant,reagent,product,catalyst,ethanol_sty,time_h,temperature_c,pressure_bar,h2_co_ratio,ghsv_h-1,catalyst_components_count,catalyst_primary_loading_wt,source_dataset
Phase 2 seed-17,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.027036060759637513,1.0,270.0,50.0,1.5,27000.0,4,68.67554999999999,zenodo_11639494_phase_2_seed
Phase 2 seed-18,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.0210208834467024,1.0,250.0,50.0,3.0,18000.0,4,68.67554999999999,zenodo_11639494_phase_2_seed
Phase 2 seed-19,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.03184281974270177,1.0,260.0,50.0,3.0,30000.0,4,68.67554999999999,zenodo_11639494_phase_2_seed
Phase 2 seed-20,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.01860653856195594,1.0,280.0,50.0,2.5,24000.0,4,68.67554999999999,zenodo_11639494_phase_2_seed
Phase 2-1,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.007389471031979207,1.0,264.5,50.0,1.98,10250.0,4,42.5456,zenodo_11639494_phase_2
Phase 2-2,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.02540877257391493,1.0,245.9,50.0,3.15,33000.0,4,60.893175,zenodo_11639494_phase_2
Phase 2-3,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Zr].[Zr],0.018114886779790538,1.0,274.3,50.0,1.98,20000.0,4,45.47121,zenodo_11639494_phase_2
Phase 2-4,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.016575471626120285,1.0,279.1,50.0,1.78,18999.999999999996,4,60.893175,zenodo_11639494_phase_2
Phase 2-5,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.03436876706499968,1.0,256.9,50.0,3.15,43500.0,4,60.893175,zenodo_11639494_phase_2
Phase 2-6,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.03310206437047705,1.0,278.5,50.0,1.78,32550.0,4,60.893175,zenodo_11639494_phase_2
Phase 2-1,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.020904799325064054,1.0,273.0,50.0,2.7,32600.000000000004,4,69.63937,zenodo_11639494_phase_2
Phase 2-2,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.03394581959629285,1.0,277.0,50.0,2.4,37500.0,4,64.285805,zenodo_11639494_phase_2
Phase 2-3,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr].[Zr],0.03798068182562174,1.0,281.0,50.0,1.8,43800.0,4,53.77704,zenodo_11639494_phase_2
Phase 2-4,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr].[Zr],0.03933856747757183,1.0,281.0,50.0,1.35,47200.00000000001,4,53.77704,zenodo_11639494_phase_2
Phase 2-5,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.036297822694365135,1.0,284.0,50.0,1.15,46285.71428571428,4,63.209145,zenodo_11639494_phase_2
Phase 2-6,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.029564341677773692,1.0,279.0,50.0,2.0,40645.161290322576,4,60.509119999999996,zenodo_11639494_phase_2
Phase 2-1,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.025961187415287024,1.0,273.378684,50.0,1.316231,37454.545454545456,4,50.273045,zenodo_11639494_phase_2
Phase 2-2,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.02719317834562752,1.0,278.256887,50.0,1.398827,36909.09090909091,4,50.273045,zenodo_11639494_phase_2
Phase 2-3,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.03517755491823065,1.0,277.36818,50.0,1.43267,38062.5,4,60.893175,zenodo_11639494_phase_2
Phase 2-4,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Cu].[Cu].[Cu].[Zr].[Zr],0.043347063866731185,1.0,274.311592,50.0,2.0,37588.23529411765,4,56.66942,zenodo_11639494_phase_2
Phase 2-5,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr].[Zr],0.04836497055008115,1.0,279.508658,50.0,1.714996,48240.0,4,60.5,zenodo_11639494_phase_2
Phase 2-6,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.037696073217728616,1.0,280.89226,50.0,1.713459,49440.00000000001,4,69.63937,zenodo_11639494_phase_2
Phase 2-1,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Cu].[Zr],0.030363862195652385,1.0,280.5,50.0,2.21,39705.882352941175,4,57.95787199811932,zenodo_11639494_phase_2
Phase 2-2,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Cu].[Cu].[Cu].[Zr],0.03356406016391393,1.0,281.6,50.0,2.21,50000.0,4,65.57359237484984,zenodo_11639494_phase_2
Phase 2-3,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Cu].[Zr].[Zr],0.049770689844543414,1.0,282.1,50.0,1.76,55200.0,4,70.734575,zenodo_11639494_phase_2
Phase 2-4,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Zr].[Zr],0.05044367293248974,1.0,281.5,50.0,2.21,58750.0,4,65.135495,zenodo_11639494_phase_2
Phase 2-5,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Cu].[Zr].[Zr],0.06455132877188677,1.0,270.5,50.0,2.0,80000.0,4,76.65126000000001,zenodo_11639494_phase_2
Phase 2-6,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.05217467388392921,1.0,289.3,50.0,2.46,76500.00000000001,4,60.509119999999996,zenodo_11639494_phase_2
Phase 2-1,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.019723226778546727,1.0,314.3,50.0,2.35,80000.0,4,50.273045,zenodo_11639494_phase_2
Phase 2-2,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Cu].[Zr].[Zr],0.046565106114250215,1.0,287.8,50.0,3.0,80000.0,4,70.734575,zenodo_11639494_phase_2
Phase 2-3,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Zr].[Zr],0.05033426480940861,1.0,286.3,50.0,2.69,72300.0,4,65.135495,zenodo_11639494_phase_2
Phase 2-4,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Cu].[Zr].[Zr],0.05265797555336384,1.0,281.9,50.0,2.91,80000.0,4,76.65126000000001,zenodo_11639494_phase_2
Phase 2-5,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.06632372518233028,1.0,287.2,50.0,2.81,90000.0,4,60.509119999999996,zenodo_11639494_phase_2
Phase 2-6,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Zr].[Zr],0.0692684664693404,1.0,286.7,50.0,2.16,90000.0,4,65.135495,zenodo_11639494_phase_2
Phase 2-1,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Cu].[Cu].[Cu].[Zr],0.049973699687406864,1.0,284.4,50.0,3.0,80000.0,4,65.57359237484984,zenodo_11639494_phase_2
Phase 2-2,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Zr].[Zr],0.050419537440489964,1.0,284.2,50.0,3.0,74318.18181818182,4,65.135495,zenodo_11639494_phase_2
Phase 2-3,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.06167847153213087,1.0,284.3,50.0,3.0,80000.0,4,64.285805,zenodo_11639494_phase_2
Phase 2-4,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Zr].[Zr].[Zr],0.06906976978636627,1.0,282.9,50.0,2.13,80000.0,4,59.68357000000001,zenodo_11639494_phase_2
Phase 2-5,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Zr].[Zr].[Zr],0.0691616493296314,1.0,283.5,50.0,2.0,80000.0,4,59.68357000000001,zenodo_11639494_phase_2
Phase 2-6,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.07675047999445309,1.0,284.2,50.0,2.47,90000.0,4,64.285805,zenodo_11639494_phase_2
Phase 3-1,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Cu].[Zr].[Zr],0.014384276766680717,1.0,257.1,50.0,1.88,77400.0,4,40.362828582878365,zenodo_11639494_phase_3
Phase 3-2,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Zr].[Zr],0.023111832325385807,1.0,233.9,50.0,2.78,80000.1,4,80.66597999999999,zenodo_11639494_phase_3
Phase 3-3,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Cu].[Zr],0.018102149471600357,1.0,269.6,50.0,2.03,80000.1,4,45.15042175055935,zenodo_11639494_phase_3
Phase 3-4,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.02947844456485479,1.0,271.7,50.0,2.1,80000.0,4,42.5456,zenodo_11639494_phase_3
Phase 3-5,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.028239519914844205,1.0,273.5,50.0,2.18,80000.0,4,50.273045,zenodo_11639494_phase_3
Phase 3-6,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr].[Zr],0.03335277962666341,1.0,279.3,50.0,2.23,80000.0,4,53.77704,zenodo_11639494_phase_3
Phase 3-1,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.007987699392140873,1.0,257.0,50.0,1.59,41760.0,4,48.527765,zenodo_11639494_phase_3
Phase 3-2,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr],0.013288545302257553,1.0,252.0,50.0,1.57,75000.0,4,42.910092747990525,zenodo_11639494_phase_3
Phase 3-3,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Cu].[Cu].[Cu].[Cu].[Zr].[Zr],0.02882752030242519,1.0,268.4,50.0,1.93,80000.0,4,55.162123975630806,zenodo_11639494_phase_3
Phase 3-4,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.05132802017368544,1.0,257.8,50.0,2.3,80000.0,4,71.03198499999999,zenodo_11639494_phase_3
Phase 3-5,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Cu].[Zr].[Zr],0.061948780885816644,1.0,277.0,50.0,1.69,80000.0,4,75.20309573604902,zenodo_11639494_phase_3
Phase 3-6,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Zr].[Zr],0.05980331461435938,1.0,283.7,50.0,1.66,80000.0,4,80.66597999999999,zenodo_11639494_phase_3
Phase 3-1,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Co].[Co].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.02444164292598783,1.0,268.8,50.0,1.47,56823.529411764706,4,50.273045,zenodo_11639494_phase_3
Phase 3-2,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Zr].[Zr],0.052240341552912344,1.0,255.5,50.0,1.89,80000.0,4,80.66597999999999,zenodo_11639494_phase_3
Phase 3-3,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Zr].[Zr],0.0558559183227142,1.0,255.5,50.0,2.3,80000.0,4,80.66597999999999,zenodo_11639494_phase_3
Phase 3-4,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Cu].[Zr].[Zr],0.05844693342522582,1.0,255.5,50.0,2.96,80000.0,4,80.66597999999999,zenodo_11639494_phase_3
Phase 3-5,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.05911061566990304,1.0,265.0,50.0,1.97,80000.0,4,71.03198499999999,zenodo_11639494_phase_3
Phase 3-6,[C-]#[O+],[H][H],CCO,[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Co].[Co].[Cu].[Cu].[Zr].[Zr],0.06526445883988567,1.0,268.3,50.0,1.89,80000.0,4,71.03198499999999,zenodo_11639494_phase_3
