sweep_case_id,candidate_id,pseudo_smiles,composition_view,temperature_c,pressure_bar,ghsv_h,time_on_stream_h,feed_CO,feed_CO2,feed_H2,feed_H2O,feed_N2,predicted_sty_g_h_gcat,validation_score,validation_tier,known_family_similarity,is_novel_composition,reaction_id,simulation_backend,thermodynamic_delta_g_kj_mol,equilibrium_constant_kp,equilibrium_conversion_pct,cantera_equilibrium_conversion_pct,reaction_forward_margin,catalyst_rate_score,simulated_sty_g_h_gcat,simulation_confidence,simulation_notes
co2_methanol_sweep_0126,cand_0000,[Fe].[Ti],Fe/TiO2,209.564292,89.81556,11987.606817841901,53.13830312006759,0.36012485,1.0,4.82108864,0.42664322,0.39455691,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,36.0887,0.00012442522852030004,51.3526,,1.9324,0.1483,0.199522,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0127,cand_0000,[Fe].[Ti],Fe/TiO2,187.993144,53.261597,25794.364476408413,56.272615475019435,0.04562595,1.0,2.80430049,0.23002048,0.44617147,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,32.2685,0.00022128758405452208,32.0724,,1.6485,0.1284,0.107898,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0128,cand_0000,[Fe].[Ti],Fe/TiO2,221.004003,68.279008,2007.345016046761,81.23049618888625,0.45899215,1.0,8.61045957,0.38109545,0.29070054,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,38.1147,9.357504259922769e-05,60.4628,,2.0121,0.1579,0.250194,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0129,cand_0000,[Fe].[Ti],Fe/TiO2,236.69464,70.037165,4881.297861690106,27.22116356084739,0.02647961,1.0,3.6663055,0.35639987,0.14968548,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,40.8935,6.463376316789212e-05,31.3986,,1.3942,0.1673,0.137616,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0130,cand_0000,[Fe].[Ti],Fe/TiO2,243.544966,39.733004,12408.227516631974,52.08040483436096,0.05668363,1.0,4.91920934,0.37450548,0.26805462,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,42.1067,5.538095137183226e-05,22.6046,,0.9996,0.1694,0.100297,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0131,cand_0000,[Fe].[Ti],Fe/TiO2,204.683622,52.701328,4566.501117761281,183.95128401055902,0.16215336,1.0,2.5089939,0.1267912,0.23331316,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,35.2243,0.00014109384656996285,27.6124,,1.6654,0.1438,0.104038,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0132,cand_0000,[Fe].[Ti],Fe/TiO2,226.853804,44.318991,5004.108935106899,119.70211585426279,0.17347485,1.0,2.1218831,0.05686223,0.0834363,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,39.1507,8.129583271401249e-05,19.6613,,1.5336,0.1621,0.08349,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0133,cand_0000,[Fe].[Ti],Fe/TiO2,200.207705,26.809549,25044.04534107709,122.70299941784279,0.04149985,1.0,5.3590709,0.40031223,0.15597443,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,34.4316,0.00015869728392021637,27.6415,,1.1604,0.1396,0.101116,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0134,cand_0000,[Fe].[Ti],Fe/TiO2,192.333634,37.225625,5380.442187339388,32.519395404546174,0.29877544,1.0,6.45821806,0.20841949,0.21666472,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,33.0372,0.00019623679959568046,48.54,,1.8856,0.1323,0.168263,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0135,cand_0000,[Fe].[Ti],Fe/TiO2,281.253477,56.434931,10830.657570070209,41.950893728666834,0.48313752,1.0,4.60087182,0.29808833,0.46309352,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,48.7849,2.533326232766314e-05,19.9891,,0.9312,0.1562,0.081791,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0136,cand_0000,[Fe].[Ti],Fe/TiO2,240.911635,36.617419,3646.3683213391396,10.308404901612507,0.27185548,1.0,8.98842719,0.1385351,0.46147504,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,41.6403,5.874113368483766e-05,40.3511,,1.6752,0.1687,0.178372,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0137,cand_0000,[Fe].[Ti],Fe/TiO2,298.668686,61.673578,19239.520211298786,37.6481389779206,0.39165968,1.0,3.75969972,0.41300622,0.33040207,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,51.8691,1.8278545705284217e-05,13.2552,,0.6016,0.1407,0.048855,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0138,cand_0000,[Fe].[Ti],Fe/TiO2,269.317003,66.890266,15983.80141657668,88.17188772279425,0.08451852,1.0,8.16005562,0.44211509,0.406443,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,46.6709,3.207035996302709e-05,39.9653,,1.455,0.1644,0.172132,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0139,cand_0000,[Fe].[Ti],Fe/TiO2,299.628199,28.02684,23982.685039625376,12.870707566591562,0.20802316,1.0,5.5144801,0.13432342,0.41778788,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,52.039,1.7963142432892087e-05,12.8326,,0.6397,0.1398,0.046995,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0140,cand_0000,[Fe].[Ti],Fe/TiO2,249.201928,83.955262,10003.44590011064,143.10952540189194,0.19111954,1.0,2.78306018,0.00874808,0.05578459,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,43.1085,4.8896429163486345e-05,33.3738,,2.1834,0.17,0.148638,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0141,cand_0000,[Fe].[Ti],Fe/TiO2,291.808388,90.803183,23280.080932708614,35.31112289437754,0.06068039,1.0,5.19619204,0.22005834,0.03170418,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,50.6541,2.07365825430021e-05,37.1535,,1.5756,0.147,0.143139,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0142,cand_0000,[Fe].[Ti],Fe/TiO2,254.123275,40.630089,16832.801318362028,2.3210968909326724,0.33303134,1.0,8.70586649,0.2229197,0.15794692,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,43.9801,4.397143648474507e-05,36.6258,,1.473,0.1697,0.162877,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0143,cand_0000,[Fe].[Ti],Fe/TiO2,296.15,24.271382,23175.165090846614,156.4176175133265,0.05276742,1.0,3.3403497,0.29464023,0.24030233,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,51.423,1.913840852341176e-05,4.4686,,-0.0625,0.143,0.016746,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0144,cand_0000,[Fe].[Ti],Fe/TiO2,233.942343,41.53859,22505.262398141644,33.76781911221352,0.1549987,1.0,3.79788772,0.08890921,0.16806344,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,40.4061,6.88539295413201e-05,27.9102,,1.4802,0.1661,0.121444,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0145,cand_0000,[Fe].[Ti],Fe/TiO2,265.779097,71.739097,25124.762175561737,31.67783915566502,0.430348,1.0,5.47412545,0.47044219,0.25365265,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,46.0443,3.446116683037523e-05,30.535,,1.2365,0.1662,0.132971,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0146,cand_0000,[Fe].[Ti],Fe/TiO2,259.90848,51.162898,3204.7725874885746,124.64089143167416,0.11811918,1.0,3.10970192,0.25123955,0.25062434,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,45.0047,3.8909850327309064e-05,17.6184,,0.8905,0.1685,0.077772,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0147,cand_0000,[Fe].[Ti],Fe/TiO2,189.321192,35.852838,2389.3135096929914,115.21766255527216,0.26220272,1.0,9.12994037,0.32228504,0.45955927,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,32.5036,0.0002132498438623065,55.976,,1.917,0.1296,0.190046,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0148,cand_0000,[Fe].[Ti],Fe/TiO2,246.494792,77.670757,17624.20907271361,59.71456348492632,0.10836615,1.0,3.07451155,0.42137818,0.4365177,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,42.6291,5.1881406436148754e-05,23.3842,,1.1115,0.1698,0.104036,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0149,cand_0000,[Fe].[Ti],Fe/TiO2,234.674949,67.209762,7897.799745771615,139.11366082436004,0.09085982,1.0,9.75116808,0.29177729,0.31316319,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,40.5358,6.769987592048003e-05,61.4921,,2.0677,0.1664,0.268118,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0150,cand_0000,[Fe].[Ti],Fe/TiO2,257.060148,52.179636,5524.00343052257,79.89301989211604,0.30237635,1.0,3.55893689,0.4984961,0.11628452,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,44.5002,4.1310822508468245e-05,15.86,,0.7276,0.1692,0.070319,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0151,cand_0000,[Fe].[Ti],Fe/TiO2,196.043889,21.032538,12533.8925553774,24.05752157276536,0.12153658,1.0,9.37755108,0.01432326,0.1211952,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,33.6942,0.00017739653973036058,46.7524,,2.2151,0.1357,0.166259,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0152,cand_0000,[Fe].[Ti],Fe/TiO2,184.01115,74.174362,17165.26866644865,145.2092511851352,0.41946931,1.0,2.3599573,0.48276372,0.08088427,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,31.5632,0.00024756861617953306,29.0714,,1.5964,0.125,0.095176,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0153,cand_0000,[Fe].[Ti],Fe/TiO2,244.696824,23.243894,22094.20616835977,86.09628870210474,0.27735128,1.0,2.52257832,0.47446205,0.43353557,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,42.3107,5.398241311875572e-05,3.6064,,-0.0819,0.1696,0.016021,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0154,cand_0000,[Fe].[Ti],Fe/TiO2,275.882708,31.728189,3370.0270794928592,4.88133881425418,0.00644316,1.0,9.83172059,0.19205965,0.10466327,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,47.8337,2.813327251414208e-05,28.0378,,1.2193,0.1602,0.1177,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0155,cand_0000,[Fe].[Ti],Fe/TiO2,232.283831,21.871841,28409.493783887443,116.36500594254628,0.37933798,1.0,5.02570522,0.03847379,0.18198652,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,40.1123,7.155268858761922e-05,22.1884,,1.3012,0.1653,0.096068,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0156,cand_0000,[Fe].[Ti],Fe/TiO2,260.466981,65.628133,15566.02365199525,67.55813405849287,0.29345108,1.0,4.67538694,0.05469508,0.41286904,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,45.1036,3.845857582603599e-05,36.1162,,1.8413,0.1683,0.159261,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0157,cand_0000,[Fe].[Ti],Fe/TiO2,277.947437,98.072076,5846.351526235957,72.64330617453844,0.47649684,1.0,2.198233,0.40919016,0.05762839,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,48.1994,2.7015444113178888e-05,14.654,,0.926,0.1587,0.060941,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0158,cand_0000,[Fe].[Ti],Fe/TiO2,190.453883,23.677524,26616.15223288781,193.05625902681905,0.22876582,1.0,4.78005442,0.18007279,0.40404817,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,32.7042,0.00020666018191276914,28.9733,,1.3527,0.1306,0.09914,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0159,cand_0000,[Fe].[Ti],Fe/TiO2,295.561485,70.566099,21022.07263452331,99.1855198017202,0.27974179,1.0,4.03227167,0.35783464,0.25602667,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,51.3188,1.934622047061368e-05,19.1133,,0.8886,0.1436,0.071901,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0160,cand_0000,[Fe].[Ti],Fe/TiO2,275.184796,32.636532,10339.58733948377,157.580016563766,0.49016805,1.0,2.24292922,0.26652127,0.17917684,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,47.7101,2.852345148542085e-05,5.0181,,0.1699,0.1607,0.021129,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0161,cand_0000,[Fe].[Ti],Fe/TiO2,294.329372,93.772826,8515.345492397035,47.109540357232376,0.32169821,1.0,6.09782404,0.48913567,0.49905352,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,51.1006,1.9790066344475973e-05,32.3817,,1.2718,0.1447,0.122786,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0162,cand_0000,[Fe].[Ti],Fe/TiO2,191.943216,64.733575,10718.764067699647,83.19784877203553,0.15859332,1.0,4.55141844,0.31811115,0.11935644,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,32.968,0.0001983507145291508,51.1571,,2.0001,0.132,0.176858,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0163,cand_0000,[Fe].[Ti],Fe/TiO2,292.903926,78.428998,28796.364765929662,70.97939707930337,0.0326362,1.0,9.07789696,0.15651879,0.12769025,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,50.8482,2.031878018059303e-05,48.9935,,1.8877,0.146,0.187465,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0164,cand_0000,[Fe].[Ti],Fe/TiO2,204.252613,49.598152,15014.604120094718,131.66298328835845,0.01743367,1.0,6.21749328,0.45814135,0.35036964,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,35.148,0.00014268665988456216,46.0188,,1.6671,0.1434,0.172906,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0165,cand_0000,[Fe].[Ti],Fe/TiO2,194.70215,86.613697,26219.23376476315,41.01228353606887,0.40780309,1.0,6.18677136,0.15156735,0.02608731,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,33.4566,0.0001839573128938862,72.035,,2.6868,0.1345,0.253818,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0166,cand_0000,[Fe].[Ti],Fe/TiO2,286.637795,66.735765,19111.512893526615,173.63589247354793,0.11508646,1.0,4.05854048,0.45509105,0.28786089,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,49.7384,2.285199278026661e-05,18.291,,0.8297,0.1517,0.072683,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0167,cand_0000,[Fe].[Ti],Fe/TiO2,223.087434,53.762291,8177.0593605482245,111.07240838323332,0.21297259,1.0,6.79595575,0.04629559,0.02358902,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,38.4836,8.896860965616231e-05,54.8135,,2.3691,0.1595,0.229043,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0168,cand_0000,[Fe].[Ti],Fe/TiO2,287.410713,72.957115,20140.502886006747,110.08186555399203,0.374704,1.0,3.62329523,0.41801312,0.14290571,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,49.8753,2.2519998596611823e-05,17.9079,,0.8352,0.151,0.070844,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0169,cand_0000,[Fe].[Ti],Fe/TiO2,212.229362,99.878481,19937.593204113127,30.826149496249688,0.26384081,1.0,9.8591817,0.41077468,0.07209152,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,36.5607,0.00011629419458249683,79.9105,,2.5195,0.1507,0.315465,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0170,cand_0000,[Fe].[Ti],Fe/TiO2,273.799002,40.249306,13953.379931056248,78.5701054651766,0.02869437,1.0,5.78153091,0.23946418,0.02965094,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,47.4647,2.9317370541508857e-05,23.2251,,1.0581,0.1616,0.098363,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0171,cand_0000,[Fe].[Ti],Fe/TiO2,287.286915,32.262344,2266.446579097304,93.58741680324904,0.03797758,1.0,4.86380024,0.36256396,0.18479816,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,49.8534,2.2572786435227595e-05,10.7501,,0.4489,0.1511,0.042558,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0172,cand_0000,[Fe].[Ti],Fe/TiO2,220.408998,80.851436,25431.20717924466,199.57311900924935,0.08991025,1.0,5.58275695,0.4636635,0.46501614,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,38.0093,9.494126932042447e-05,50.0868,,1.8157,0.1575,0.206659,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0173,cand_0000,[Fe].[Ti],Fe/TiO2,258.024775,72.78384,2881.1884194918716,178.80474395763653,0.22738721,1.0,3.96388043,0.21266031,0.31540631,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,44.6711,4.0478638328855595e-05,30.7779,,1.4354,0.169,0.13628,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0174,cand_0000,[Fe].[Ti],Fe/TiO2,211.729497,86.37607,4683.140926994229,122.2350211173803,0.09271064,1.0,3.57860407,0.40608138,0.34400692,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,36.4722,0.00011777102601909643,40.3584,,1.7168,0.1502,0.158857,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0175,cand_0000,[Fe].[Ti],Fe/TiO2,279.93299,25.174753,28604.374675009378,89.24589908584433,0.02428488,1.0,7.31242546,0.21008907,0.40226428,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,48.551,2.5989814927652508e-05,16.008,,0.7518,0.1572,0.065938,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0176,cand_0000,[Fe].[Ti],Fe/TiO2,201.079618,22.916862,19803.797314917734,151.26898194733394,0.35264154,1.0,6.52631381,0.04968266,0.13801053,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,34.5861,0.00015507689142944372,36.716,,1.8021,0.1404,0.135098,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0177,cand_0000,[Fe].[Ti],Fe/TiO2,210.272595,57.382602,26234.15097931513,133.36305520044652,0.39879265,1.0,2.73180647,0.02385899,0.36153415,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,36.2141,0.0001222014434442111,31.2862,,2.0355,0.1489,0.122081,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0178,cand_0000,[Fe].[Ti],Fe/TiO2,278.783041,68.643397,20327.43454706483,54.65295109516587,0.42138482,1.0,8.20880521,0.35017329,0.35846945,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,48.3473,2.6578072250120243e-05,39.1559,,1.4725,0.1581,0.162192,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0179,cand_0000,[Fe].[Ti],Fe/TiO2,186.578894,92.336991,23811.18522897818,143.3091426557323,0.26871061,1.0,8.51125183,0.18265956,0.19755702,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,32.018,0.0002302344985126213,84.9272,,2.9666,0.1272,0.282951,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0180,cand_0000,[Fe].[Ti],Fe/TiO2,185.258184,35.580353,17938.495743444713,147.20198816369097,0.38607858,1.0,8.95219503,0.33271888,0.11365695,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,31.7841,0.00023896877947884252,57.5294,,1.9529,0.126,0.189947,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0181,cand_0000,[Fe].[Ti],Fe/TiO2,203.024406,41.919253,4127.918293105661,76.00530003603694,0.27262789,1.0,2.68543453,0.27413025,0.33477355,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,34.9305,0.0001473413004509681,21.1372,,1.1569,0.1423,0.078784,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0182,cand_0000,[Fe].[Ti],Fe/TiO2,276.464443,42.224863,16427.602888744575,191.66358172673844,0.04864881,1.0,9.96916907,0.13704298,0.27419816,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,47.9367,2.7812869456106938e-05,37.1929,,1.57,0.1598,0.155729,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0183,cand_0000,[Fe].[Ti],Fe/TiO2,297.208085,50.130859,27839.13363544673,63.457497625351195,0.40707782,1.0,6.49112373,0.09765833,0.24953024,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,51.6104,1.8771436660683872e-05,27.7844,,1.3679,0.142,0.103401,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0184,cand_0000,[Fe].[Ti],Fe/TiO2,280.735613,76.200941,7807.263056264643,57.20934804979565,0.44751296,1.0,7.7025333,0.4512843,0.48130513,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,48.6931,2.5588374707086417e-05,37.1726,,1.3864,0.1566,0.152503,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
co2_methanol_sweep_0185,cand_0000,[Fe].[Ti],Fe/TiO2,213.94694,73.57327,16056.986071639054,104.25317206663794,0.18487292,1.0,3.17449564,0.07254653,0.36882749,2.62,67.5,B,0.5,True,co2_methanol,yaml_analytic_thermo_microkinetic,36.8649,0.00011138136515487282,39.158,,2.0683,0.1522,0.156123,low,YAML-driven analytic thermodynamic equilibrium + catalyst descriptor screen (co2_methanol). Catalyst descriptor score is weak.
